Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH
7:00:00,-200,1726,-200,40.3,1776,-200,478,-200,2684,1940,12.8,84.8
8:00:00,-200,1396,-200,20.0,1296,-200,619,-200,1991,1628,12.7,84.1
9:00:00,-200,1333,-200,17.1,1212,-200,668,-200,1854,1573,12.8,85.1
10:00:00,-200,1161,-200,11.0,1016,-200,849,-200,1642,1187,12.6,85.5
11:00:00,-200,1081,-200,10.6,1000,-200,900,-200,1561,900,12.4,85.3
12:00:00,-200,1075,-200,10.5,998,-200,914,-200,1574,800,12.5,84.5
13:00:00,-200,1055,-200,9.6,964,-200,953,-200,1513,770,11.9,83.9
14:00:00,-200,1053,-200,9.3,953,-200,988,-200,1483,758,11.7,81.6
15:00:00,-200,1087,-200,12.7,1075,-200,944,-200,1558,886,11.5,74.7
16:00:00,-200,1304,-200,19.8,1291,-200,765,-200,1838,1219,10.5,72.1
17:00:00,-200,1625,-200,32.5,1608,-200,601,-200,2271,1725,7.8,70.3
18:00:00,-200,1649,-200,33.6,1633,-200,584,-200,2328,1745,9.3,66.3
19:00:00,-200,1443,-200,26.0,1455,-200,635,-200,2073,1600,8.2,62.7
20:00:00,-200,1209,-200,16.4,1193,-200,753,-200,1737,1310,10.7,61.6
21:00:00,-200,1105,-200,10.6,1000,-200,847,-200,1573,1208,14.4,68.3
22:00:00,-200,1020,-200,7.1,863,-200,933,-200,1492,1074,17.4,71.7
23:00:00,-200,991,-200,6.4,828,-200,973,-200,1469,993,17.8,72.7
0:00:00,-200,937,-200,4.6,741,-200,1058,-200,1420,923,18.3,74.4
1:00:00,-200,882,-200,3.0,654,-200,1141,-200,1377,819,18.9,75.2
2:00:00,-200,843,-200,2.2,597,-200,1242,-200,1341,727,18.4,75.7
3:00:00,-200,819,-200,1.7,565,-200,1295,-200,1316,694,17.8,78.7
4:00:00,-200,834,-200,2.2,596,-200,1276,-200,1335,727,16.1,78.4
5:00:00,-200,977,-200,5.7,800,-200,990,-200,1474,926,14.9,77.9
6:00:00,-200,1234,-200,13.8,1109,-200,767,-200,1729,1194,14.6,79.4
7:00:00,-200,1403,-200,21.6,1340,-200,623,-200,2003,1502,14.2,80.1
8:00:00,-200,1538,-200,26.1,1458,-200,593,-200,2186,1743,13.3,79.7
9:00:00,-200,1343,-200,20.1,1299,-200,694,-200,1945,1542,11.2,81.1
10:00:00,-200,1243,-200,15.4,1162,-200,766,-200,1731,1354,8.8,81.7
11:00:00,-200,1201,-200,13.6,1102,-200,814,-200,1682,1175,8.6,77.1
12:00:00,-200,1121,-200,11.1,1020,-200,893,-200,1585,916,8.1,79.0
13:00:00,-200,1087,-200,12.2,1055,-200,908,-200,1562,818,6.8,83.9
14:00:00,-200,1165,-200,17.5,1225,-200,824,-200,1676,1028,6.6,85.1
15:00:00,-200,1224,-200,19.1,1270,-200,806,-200,1739,1113,5.4,80.1
16:00:00,-200,1431,-200,27.1,1482,-200,679,-200,2025,1431,5.6,77.8
17:00:00,-200,1433,-200,28.3,1510,-200,661,-200,2038,1503,4.2,86.5
18:00:00,-200,1527,-200,35.0,1664,-200,587,-200,2238,1775,4.8,85.7
19:00:00,-200,1387,-200,22.4,1361,-200,701,-200,1932,1505,4.0,88.7
20:00:00,-200,1158,-200,13.5,1100,-200,835,-200,1659,1211,4.9,87.0
21:00:00,-200,1009,-200,8.2,907,-200,982,-200,1466,872,9.4,84.4
22:00:00,-200,1026,-200,7.8,890,-200,976,-200,1467,855,12.6,81.7
23:00:00,-200,1119,-200,10.0,979,-200,873,-200,1593,1170,14.4,80.4
0:00:00,-200,1000,-200,6.6,839,-200,958,-200,1467,1024,15.1,79.9
1:00:00,-200,866,-200,3.4,675,-200,1155,-200,1337,841,16.0,76.8
2:00:00,-200,848,-200,2.8,642,-200,1202,-200,1325,760,17.5,75.9
3:00:00,-200,844,-200,2.3,608,-200,1213,-200,1314,803,17.2,78.3
4:00:00,-200,852,46,2.9,646,59,1186,59,1321,793,14.3,79.2
5:00:00,0.6,923,56,4.9,757,72,1041,67,1418,906,12.2,77.5
6:00:00,0.8,1490,452,22.6,1368,244,627,95,2119,1541,11.6,71.2
7:00:00,4,1662,880,31.1,1576,351,523,123,2417,1861,11.3,69.6
8:00:00,5.6,1553,759,22.1,1354,358,621,142,2030,1895,10.6,67.5
9:00:00,5,1423,394,18.3,1247,245,706,142,1887,1684,9.6,65.6
10:00:00,3.2,1458,639,22.0,1350,240,677,169,1947,1731,8.7,65.9
11:00:00,3.8,1349,541,20.1,1299,179,728,142,1838,1402,7.9,65.4
12:00:00,3.3,1326,468,18.9,1265,160,757,136,1835,1246,7.9,62.5
13:00:00,3,1356,483,20.6,1312,174,729,147,1865,1342,6.7,62.4
14:00:00,3.2,1460,682,25.3,1438,260,680,196,1953,1489,6.9,64.7
15:00:00,4.4,1497,698,25.8,1449,281,679,186,1985,1532,6.3,67.6
16:00:00,4.6,1645,832,30.6,1566,284,599,177,2228,1909,6.4,69.7
17:00:00,5.2,1557,872,27.1,1483,250,615,164,2087,1757,6.4,80.0
18:00:00,4.8,1747,899,32.5,1608,281,557,161,2335,1983,5.6,83.7
19:00:00,5.6,1482,692,20.8,1319,230,660,146,1975,1703,6.4,80.8
20:00:00,4.6,1211,145,10.9,1010,98,816,98,1619,1246,7.3,81.0
21:00:00,1.8,1294,208,13.0,1083,121,770,108,1687,1321,9.6,81.0
22:00:00,2.2,1300,204,11.8,1043,110,777,107,1659,1375,12.0,78.4
23:00:00,2,1402,240,13.4,1098,161,736,113,1729,1456,12.7,75.5
0:00:00,2.8,1349,251,13.4,1097,148,707,100,1763,1442,13.9,71.9
1:00:00,2.6,1161,173,9.0,938,109,827,87,1597,1243,15.0,70.5
2:00:00,1.8,1022,113,5.8,802,-200,916,-200,1481,1078,16.0,69.1
3:00:00,1.1,948,55,3.8,700,45,1045,60,1430,939,16.0,64.3
4:00:00,-200,933,65,3.7,697,71,1045,65,1403,937,14.1,62.9
5:00:00,0.7,1021,119,5.7,800,75,931,64,1483,1019,12.6,63.6
6:00:00,0.9,1134,151,10.0,979,106,794,73,1639,1140,11.7,65.3
7:00:00,1.5,1311,305,15.0,1147,166,681,86,1838,1351,11.5,72.2
8:00:00,2.5,1409,415,15.6,1169,188,685,105,1874,1459,10.6,79.6
9:00:00,3,1301,321,12.3,1059,161,787,107,1727,1297,10.1,81.4
10:00:00,2.6,1354,358,14.4,1130,139,765,114,1808,1291,9.0,80.1
11:00:00,2.6,1391,350,14.6,1136,134,738,105,1840,1296,8.6,78.8
12:00:00,2.6,1200,238,8.7,929,84,879,74,1623,972,7.6,77.2
13:00:00,1.9,1338,215,11.0,1016,98,798,95,1766,1194,6.9,74.4
14:00:00,2,1223,192,9.0,938,91,884,89,1610,880,8.0,63.4
15:00:00,1.7,1278,205,10.7,1003,99,845,95,1691,909,6.8,52.9
16:00:00,1.9,1257,165,9.9,973,90,860,93,1634,839,6.6,52.6
17:00:00,1.8,1497,283,15.7,1171,147,725,123,1899,1248,6.0,49.8
18:00:00,2.8,1567,467,19.4,1280,177,661,134,1970,1476,6.0,50.1
19:00:00,3.5,1503,485,16.8,1203,162,651,126,1863,1502,6.9,47.5
20:00:00,3.4,1169,202,6.8,850,88,906,79,1584,873,7.6,53.0
21:00:00,2,1007,64,3.0,650,53,1157,54,1404,528,9.3,57.1
22:00:00,1.1,1004,71,3.2,667,68,1157,69,1365,492,11.7,59.5
23:00:00,1.3,967,84,3.1,661,61,1181,67,1321,463,12.9,60.8
0:00:00,1.2,984,70,3.9,707,71,1131,73,1359,494,14.0,60.7
1:00:00,1.3,931,61,3.6,689,63,1161,73,1317,503,15.1,63.1
2:00:00,1,966,92,4.5,737,-200,1083,-200,1363,581,16.7,58.5
3:00:00,1.3,777,40,1.2,521,23,1535,33,1121,350,16.8,64.7
4:00:00,-200,763,20,0.7,471,14,1783,20,1098,305,-200,66.1
5:00:00,0.3,804,31,1.1,505,34,1718,37,1148,329,-200,69.4
6:00:00,0.5,830,41,1.4,535,42,1496,50,1184,375,-200,67.4
7:00:00,0.6,833,40,1.6,553,40,1476,45,1180,373,-200,73.4
8:00:00,0.6,875,35,2.3,603,48,1370,48,1206,385,-200,71.4
9:00:00,0.8,882,44,2.5,621,61,1346,56,1216,403,-200,68.3
10:00:00,1,862,71,2.7,635,58,1320,58,1193,393,-200,60.6
11:00:00,0.9,863,66,2.7,636,57,1290,52,1185,388,-200,64.2
12:00:00,1,830,46,2.2,596,54,1389,52,1145,371,-200,68.9
13:00:00,0.8,807,50,2.0,584,41,1488,44,1104,347,-200,65.8
14:00:00,0.7,873,51,3.4,675,57,1343,59,1181,396,-200,61.1
15:00:00,0.9,931,64,4.5,739,83,1274,74,1219,474,-200,54.2
16:00:00,1.3,918,138,4.7,748,81,1228,76,1219,505,-200,53.3
17:00:00,1.4,1001,137,6.0,811,98,1122,83,1344,625,-200,49.3
18:00:00,1.5,1169,303,11.7,1039,124,883,100,1550,941,-200,47.1
19:00:00,2.7,1085,204,8.2,907,133,976,101,1419,893,-200,47.1
20:00:00,2.5,940,95,5.1,769,100,1103,90,1310,731,-200,51.5
21:00:00,1.4,1126,347,13.0,1083,116,875,93,1654,955,-200,54.6
22:00:00,2.8,978,252,7.0,858,102,1013,79,1379,761,-200,57.9
23:00:00,2.1,893,66,3.9,703,55,1192,57,1283,515,-200,58.4
0:00:00,1.1,838,45,2.2,601,33,1361,43,1220,434,-200,58.4
1:00:00,0.7,803,36,1.3,527,17,1513,25,1152,369,-200,60.4
2:00:00,0.4,775,26,0.8,477,-200,1722,-200,1115,335,-200,62.3
3:00:00,0.3,767,17,0.6,454,10,1826,17,1091,319,-200,60.6
4:00:00,-200,809,21,1.2,521,35,1575,44,1158,378,-200,59.3
5:00:00,0.4,898,60,3.4,676,70,1271,72,1307,517,-200,60.3
6:00:00,0.8,1053,155,7.5,880,116,982,91,1464,786,-200,59.1
7:00:00,1.9,1033,235,8.9,934,134,917,89,1490,844,-200,69.7
8:00:00,2.1,941,89,5.3,780,113,1080,84,1343,720,-200,72.5
9:00:00,1.4,941,76,5.4,782,110,1102,83,1328,668,-200,71.9
10:00:00,1.4,917,101,5.2,772,98,1098,78,1311,605,-200,71.8
11:00:00,1.3,977,109,6.6,837,96,1038,80,1413,646,-200,71.4
12:00:00,1.5,994,143,6.9,851,95,1018,75,1436,640,-200,66.3
13:00:00,1.6,942,104,5.4,785,86,1065,77,1365,571,-200,65.2
14:00:00,1.3,981,107,6.0,810,86,1060,77,1395,605,-200,66.2
15:00:00,1.4,984,133,6.4,832,91,1034,81,1410,636,-200,63.3
16:00:00,1.5,1116,171,10.7,1003,119,864,101,1625,886,-200,58.1
17:00:00,2.2,1181,405,13.9,1114,147,787,119,1685,1032,-200,53.9
18:00:00,3.2,1163,334,12.5,1068,135,811,111,1616,977,-200,53.3
19:00:00,3,1081,236,9.3,950,124,907,109,1496,924,-200,54.7
20:00:00,2.6,1017,99,6.7,842,89,1000,101,1441,846,-200,58.9
21:00:00,1.6,966,93,5.3,778,79,1057,89,1359,755,-200,58.0
22:00:00,1.5,924,82,4.0,709,63,1158,75,1318,610,-200,54.5
23:00:00,1.2,861,51,2.2,601,39,1351,51,1225,439,-200,55.3
0:00:00,0.8,826,41,1.7,560,25,1424,39,1197,402,-200,72.1
1:00:00,0.7,846,31,1.6,557,19,1385,32,1212,406,-200,76.7
2:00:00,0.5,842,41,1.5,545,-200,1423,-200,1224,424,-200,79.3
3:00:00,0.5,909,41,2.5,617,34,1236,49,1302,558,-200,77.3
4:00:00,-200,930,38,3.3,670,58,1143,68,1339,746,-200,71.7
5:00:00,0.7,1120,111,8.9,935,112,843,76,1593,1126,-200,65.7
6:00:00,1.4,1518,584,23.4,1389,314,589,122,2101,1703,-200,67.3
7:00:00,4.1,1461,633,23.8,1398,240,630,129,2050,1628,-200,63.2
8:00:00,4.6,1075,145,7.9,896,128,938,94,1487,936,-200,65.5
9:00:00,1.9,1061,155,8.2,908,141,968,99,1455,890,-200,68.5
10:00:00,1.9,1066,128,8.8,931,118,979,81,1474,757,-200,62.9
11:00:00,1.7,1179,255,14.6,1137,132,829,87,1651,949,-200,56.7
12:00:00,2.4,1251,411,18.0,1238,150,773,107,1779,1109,-200,55.3
13:00:00,3,1120,173,12.0,1048,121,898,95,1560,870,-200,56.5
14:00:00,2,1187,277,14.8,1142,149,840,110,1651,1011,-200,55.4
15:00:00,2.7,1145,259,12.5,1066,120,903,99,1592,885,-200,52.5
16:00:00,2.2,1215,274,15.5,1164,155,817,113,1689,1015,-200,51.7
17:00:00,2.9,1317,377,17.7,1231,172,766,127,1798,1155,-200,53.4
18:00:00,3.4,1388,457,21.6,1341,177,702,131,1955,1315,-200,51.0
19:00:00,3.9,1295,555,18.9,1266,181,716,137,1849,1359,-200,50.1
20:00:00,3.6,1153,279,12.5,1066,135,811,122,1651,1194,-200,46.6
21:00:00,2.5,1078,137,8.8,932,99,905,100,1511,951,-200,48.4
22:00:00,1.8,1133,203,10.9,1012,111,806,108,1608,1054,-200,48.0
23:00:00,2,1055,101,8.0,899,72,880,83,1504,980,-200,45.4
0:00:00,1.3,953,86,4.4,735,54,999,74,1396,898,-200,45.4
1:00:00,1,892,51,2.8,639,41,1139,64,1359,803,-200,48.1
2:00:00,0.6,895,47,2.7,632,-200,1167,-200,1347,684,-200,48.7
3:00:00,0.6,859,35,2.2,602,24,1209,40,1321,644,-200,51.2
4:00:00,-200,856,33,2.5,619,29,1191,39,1345,677,-200,54.6
5:00:00,0.5,1030,95,7.5,880,76,892,69,1539,996,-200,45.0
6:00:00,1.1,1689,754,30.4,1560,321,529,104,2396,1736,-200,37.5
7:00:00,5.5,1486,588,22.0,1351,274,571,100,2112,1692,13.3,36.8
8:00:00,4.2,1592,658,24.7,1423,322,577,146,2155,2108,13.2,35.6
9:00:00,4.6,1469,372,18.4,1252,255,692,155,1903,1807,12.6,37.3
10:00:00,3.4,1364,386,16.8,1205,196,723,139,1850,1566,12.6,38.1
11:00:00,2.8,1285,333,14.2,1123,136,755,121,1741,1293,12.9,38.0
12:00:00,2.5,1311,293,15.7,1170,119,748,108,1787,1219,13.1,35.8
13:00:00,2.4,1416,511,21.9,1348,169,684,126,1969,1330,12.4,34.5
14:00:00,3.2,1387,559,20.8,1318,197,701,145,1890,1299,12.2,30.2
15:00:00,3.5,1329,375,16.2,1185,140,768,121,1750,1111,11.8,26.2
16:00:00,2.9,1496,509,19.8,1292,178,680,145,1878,1300,10.8,23.5
17:00:00,3.6,1676,790,28.9,1525,223,567,160,2226,1653,10.4,21.3
18:00:00,4.8,1724,816,28.3,1510,222,562,155,2252,1716,10.0,20.0
19:00:00,5.4,1642,804,24.9,1426,265,597,162,2117,1720,9.4,20.8
20:00:00,5.3,1267,332,13.1,1088,151,764,129,1740,1339,9.3,19.9
21:00:00,2.7,1146,156,8.6,923,79,845,96,1575,1166,12.6,20.8
22:00:00,1.4,1216,143,9.5,960,87,788,92,1662,1256,16.1,23.7
23:00:00,1.6,1128,117,7.8,891,88,838,89,1574,1125,16.6,22.9
0:00:00,1.5,1042,84,5.2,772,51,923,61,1495,968,15.9,21.7
1:00:00,1,926,60,2.8,639,34,1115,54,1409,814,14.3,21.3
2:00:00,0.6,898,76,2.3,608,-200,1154,-200,1386,743,15.0,22.5
3:00:00,0.4,889,40,2.5,617,31,1168,44,1382,758,14.9,23.4
4:00:00,-200,959,64,4.4,734,76,1038,57,1470,861,13.2,24.0
5:00:00,0.8,1097,148,9.4,956,139,827,68,1620,1047,12.4,24.0
6:00:00,1.5,1674,635,29.8,1547,293,539,95,2405,1665,11.9,32.4
7:00:00,4.9,1771,1129,36.2,1690,368,461,125,2572,1982,11.1,33.8
8:00:00,7.2,1408,475,18.0,1241,250,648,135,1886,1711,10.1,34.2
9:00:00,3.5,1156,220,10.9,1009,145,875,118,1583,1204,10.2,37.8
10:00:00,2.1,1042,105,9.0,941,110,971,91,1491,871,9.4,47.4
11:00:00,1.5,1167,190,14.4,1128,104,829,89,1716,1040,7.9,43.1
12:00:00,2,1398,516,22.3,1360,205,656,129,2037,1439,7.6,46.8
13:00:00,3.8,1458,346,20.9,1321,201,654,122,2023,1516,6.4,34.2
14:00:00,3.4,1554,565,23.1,1379,266,614,138,2151,1693,6.3,28.2
15:00:00,4.4,1495,483,21.2,1331,246,615,136,2069,1635,5.1,23.3
16:00:00,3.9,1560,651,24.8,1424,247,579,143,2176,1688,3.3,23.6
17:00:00,4.9,1664,657,28.6,1519,271,553,145,2312,1820,4.8,19.5
18:00:00,5.4,1761,830,32.6,1610,332,502,146,2488,2006,2.2,18.9
19:00:00,6.5,1524,435,19.2,1275,245,608,122,2046,1740,2.5,19.7
20:00:00,4.3,1398,209,16.3,1189,180,646,112,1931,1577,3.2,21.0
21:00:00,2.9,1342,202,13.7,1106,156,694,102,1856,1443,5.0,23.4
22:00:00,2.7,1433,174,13.6,1104,172,681,97,1876,1411,5.8,24.9
23:00:00,2.8,1297,170,11.1,1019,137,733,85,1823,1217,6.0,24.6
0:00:00,2.3,1179,116,7.6,884,91,830,76,1696,1086,7.4,26.8
1:00:00,1.7,1097,91,5.9,809,80,897,74,1628,1050,5.2,38.7
2:00:00,1.2,1054,71,5.0,761,-200,963,-200,1598,965,4.8,45.1
3:00:00,1,1017,59,4.0,711,46,1009,56,1554,906,4.7,52.5
4:00:00,-200,1005,48,4.5,738,68,1005,66,1563,917,4.7,54.3
5:00:00,0.8,1206,111,9.3,949,162,818,90,1771,1116,4.7,53.2
6:00:00,1.7,1458,345,18.3,1249,213,662,111,2033,1380,5.2,57.8
7:00:00,3,1405,332,19.9,1295,161,638,103,2065,1378,5.5,58.1
8:00:00,3.4,1381,344,16.6,1199,209,685,117,1970,1365,5.8,64.1
9:00:00,3.3,1315,212,12.6,1072,191,736,116,1833,1273,6.2,61.6
10:00:00,2.7,1332,166,12.9,1082,215,707,109,1889,1242,6.6,69.0
11:00:00,2.6,1362,214,14.9,1145,212,673,116,1973,1294,6.8,64.6
12:00:00,3.2,1399,377,17.4,1222,202,643,115,2061,1413,8.2,69.0
13:00:00,3.4,1310,210,15.4,1160,153,695,94,1939,1224,9.7,66.3
14:00:00,2.6,1399,265,16.7,1201,185,699,121,1971,1318,9.5,48.7
15:00:00,3.4,1524,365,18.0,1239,210,644,114,2139,1404,9.3,39.9
16:00:00,4,1487,454,19.2,1274,215,641,110,2133,1471,8.8,35.3
17:00:00,4.5,1480,460,21.0,1324,215,622,122,2162,1623,8.6,37.4
18:00:00,4.2,1626,642,26.9,1476,281,555,135,2356,1786,9.2,35.8
19:00:00,5.7,1449,501,19.5,1282,254,625,133,2100,1569,8.4,30.8
20:00:00,4.4,1363,234,15.1,1152,189,684,110,1951,1495,8.5,34.2
21:00:00,3.1,1371,212,14.6,1136,174,689,102,1927,1471,8.9,45.8
22:00:00,3,1406,275,13.7,1107,167,718,108,1872,1384,9.2,53.9
23:00:00,3.1,1425,275,15.2,1155,185,709,110,1936,1789,9.6,51.2
0:00:00,3.5,1179,-200,9.3,951,129,826,84,1724,1323,9.6,50.1
1:00:00,2.4,1047,-200,6.5,833,85,939,71,1647,1081,9.7,51.2
2:00:00,1.6,1009,-200,6.3,825,-200,950,-200,1629,938,9.4,51.7
3:00:00,1.3,882,-200,3.5,685,35,1134,42,1492,673,9.8,55.2
4:00:00,-200,858,-200,2.6,624,24,1205,32,1434,543,8.9,60.2
5:00:00,0.6,875,-200,3.1,659,30,1180,35,1452,561,8.4,59.2
6:00:00,0.7,1012,-200,6.5,833,75,916,67,1632,862,8.0,64.6
7:00:00,1.2,1049,-200,6.5,836,79,926,73,1615,901,7.9,62.3
8:00:00,1.5,1131,-200,8.8,932,104,854,86,1693,1048,7.8,64.6
9:00:00,1.8,1120,-200,8.8,931,118,886,89,1652,971,7.3,63.3
10:00:00,2.1,1117,-200,9.2,946,105,909,86,1657,915,7.4,64.4
11:00:00,1.9,1110,-200,9.2,948,101,901,86,1632,891,7.1,68.9
12:00:00,2,962,-200,6.1,816,65,1044,66,1489,628,6.4,65.6
13:00:00,1.3,963,-200,6.5,835,59,1029,68,1495,556,5.6,61.4
14:00:00,1.3,1050,-200,9.2,948,80,928,82,1584,652,5.6,53.7
15:00:00,1.8,1053,-200,8.3,911,98,949,91,1603,683,5.3,45.9
16:00:00,2,1045,-200,8.3,910,89,948,95,1598,624,4.7,44.4
17:00:00,1.8,1124,-200,11.0,1013,114,849,104,1676,733,4.3,42.8
18:00:00,2.4,1330,-200,14.7,1140,195,759,131,1780,1062,4.9,41.4
19:00:00,4,1171,-200,10.8,1006,156,835,112,1674,988,5.1,38.7
20:00:00,2.8,1085,-200,9.4,954,109,866,100,1656,871,6.5,38.6
21:00:00,2,1358,-200,14.8,1144,184,727,115,1851,1243,7.4,44.9
22:00:00,3.6,1385,-200,13.3,1094,190,765,129,1769,1175,7.9,55.9
23:00:00,3.7,1167,-200,8.4,914,105,876,99,1599,1126,7.8,60.8
0:00:00,2.3,1072,-200,7.9,894,76,893,74,1646,1118,8.7,60.9
1:00:00,1.8,938,-200,5.5,789,38,989,55,1536,864,8.5,64.1
2:00:00,0.9,1000,-200,6.6,838,-200,910,-200,1580,942,8.9,66.2
3:00:00,1.6,854,-200,3.3,670,26,1141,35,1460,684,8.8,70.1
4:00:00,-200,815,-200,2.6,628,33,1212,37,1426,689,7.9,70.5
5:00:00,0.6,866,-200,3.6,689,57,1138,45,1456,767,7.6,74.3
6:00:00,0.7,911,-200,4.8,751,48,1036,46,1518,817,6.9,76.1
7:00:00,0.8,988,-200,5.9,806,87,951,68,1568,940,6.5,70.6
8:00:00,1.2,1046,-200,6.9,851,94,920,77,1595,908,6.3,75.4
9:00:00,1.4,1085,-200,8.5,918,89,890,79,1639,871,5.9,75.3
10:00:00,1.6,1008,-200,6.1,816,78,1015,72,1531,689,5.8,77.3
11:00:00,1.3,1004,-200,6.2,821,72,1031,68,1510,629,5.8,76.7
12:00:00,1.3,948,-200,4.8,754,64,1086,64,1436,602,5.6,73.7
13:00:00,1.1,1026,-200,6.8,847,70,1010,73,1519,617,5.3,70.6
14:00:00,1.2,1047,-200,7.0,859,92,948,84,1538,677,5.1,64.2
15:00:00,1.5,1018,-200,5.5,790,69,1047,67,1443,580,5.1,55.7
16:00:00,1.1,1160,-200,9.5,957,131,884,106,1637,861,5.2,54.1
17:00:00,1.9,1269,-200,11.9,1047,144,809,114,1721,1080,4.7,53.0
18:00:00,2.3,1394,-200,13.8,1111,209,736,123,1853,1288,4.5,50.2
19:00:00,3.3,1292,-200,10.7,1003,170,789,108,1753,1163,4.5,47.3
20:00:00,2.6,1212,-200,9.7,966,152,840,100,1691,1043,4.8,48.4
21:00:00,2.2,1137,-200,10.2,985,171,858,118,1607,1045,7.8,-200
22:00:00,2.3,1080,-200,8.3,910,153,923,121,1548,929,9.3,-200
23:00:00,2,1031,-200,7.1,861,97,903,94,1534,825,10.0,-200
0:00:00,1.6,917,-200,3.0,654,37,1169,52,1414,545,10.3,-200
1:00:00,0.8,888,-200,2.2,598,26,1228,39,1397,500,9.8,-200
2:00:00,0.6,872,-200,1.7,564,-200,1284,-200,1385,494,9.8,-200
3:00:00,0.4,876,-200,1.5,547,25,1256,33,1351,505,9.6,-200
4:00:00,-200,964,-200,3.7,697,61,1067,57,1516,717,8.1,-200
5:00:00,0.7,1147,-200,8.2,906,152,815,80,1687,1126,6.8,-200
6:00:00,1.3,1493,-200,21.1,1328,283,577,101,2193,1597,6.4,-200
7:00:00,3.4,1597,-200,26.5,1466,320,518,109,2400,1687,5.9,-200
8:00:00,4.7,1483,-200,17.4,1222,318,597,109,2054,1529,5.1,-200
9:00:00,3.4,1222,-200,12.9,1080,201,742,111,1755,1366,4.8,-200
10:00:00,2.5,1060,-200,10.9,1010,135,858,102,1623,1074,4.5,-200
11:00:00,2,1048,-200,11.0,1013,127,886,96,1584,940,5.2,-200
12:00:00,1.9,1051,-200,10.8,1008,102,911,90,1561,921,4.3,-200
13:00:00,1.7,998,-200,10.0,977,74,947,69,1496,695,3.0,-200
14:00:00,1.4,1058,-200,11.2,1023,81,896,74,1580,795,2.3,-200
15:00:00,1.5,1203,-200,16.8,1204,129,790,102,1744,1079,1.5,-200
16:00:00,2.4,1491,-200,23.6,1392,190,630,128,2149,1473,4.0,-200
17:00:00,3.9,1467,-200,23.3,1385,192,623,130,2084,1493,2.8,-200
18:00:00,4.2,1407,-200,19.4,1279,163,660,120,2009,1308,1.2,-200
19:00:00,3.7,1324,-200,13.1,1086,149,692,113,1903,1189,1.4,-200
20:00:00,3.2,1214,-200,9.8,970,119,777,100,1771,1076,2.2,-200
21:00:00,2,1016,-200,5.3,780,61,967,70,1566,806,4.3,-200
22:00:00,1.1,1135,-200,6.7,842,84,872,83,1653,973,6.6,-200
23:00:00,1.5,1065,-200,5.5,789,79,936,81,1620,929,8.0,-200
0:00:00,1.3,999,-200,3.7,692,58,1038,69,1588,778,9.1,-200
1:00:00,1,911,-200,2.2,599,32,1189,48,1517,633,10.0,-200
2:00:00,0.6,873,-200,1.5,545,-200,1308,-200,1471,497,11.0,-200
3:00:00,0.4,881,-200,1.5,546,21,1335,28,1465,458,11.3,-200
4:00:00,-200,967,-200,2.9,646,49,1117,47,1552,579,9.4,-200
5:00:00,0.6,1280,-200,9.9,976,180,780,88,1912,1003,8.0,-200
6:00:00,1.9,1564,-200,23.0,1379,302,552,109,2306,1393,7.1,-200
7:00:00,4.5,1505,-200,22.3,1358,258,556,113,2248,1406,6.2,-200
8:00:00,4.3,1309,-200,16.2,1186,192,649,104,1973,1308,6.3,-200
9:00:00,3.2,1035,-200,7.9,895,84,898,65,1657,863,6.2,-200
10:00:00,1.3,1148,-200,12.4,1062,128,753,87,1825,1004,6.1,-200
11:00:00,2.2,1152,-200,13.6,1104,145,725,99,1860,1023,6.0,-200
12:00:00,2.6,1131,-200,12.3,1059,132,772,100,1784,978,5.1,-200
13:00:00,2.3,1142,-200,12.1,1053,136,753,105,1814,979,5.1,-200
14:00:00,2.4,1197,-200,12.9,1082,140,753,97,1851,971,4.7,-200
15:00:00,2.6,960,-200,6.3,828,55,971,54,1565,617,4.2,-200
16:00:00,1.2,1077,-200,10.6,1001,67,836,59,1764,717,4.3,-200
17:00:00,1.6,1377,-200,20.6,1313,191,612,109,2120,1220,4.8,-200
18:00:00,3.9,1405,-200,22.1,1353,227,602,125,2185,1296,5.3,-200
19:00:00,4.7,1484,-200,20.8,1319,264,591,132,2166,1413,5.7,-200
20:00:00,5.4,1187,-200,11.8,1042,196,766,110,1840,1093,6.1,-200
21:00:00,3,870,-200,4.3,729,43,1096,53,1475,586,6.7,-200
22:00:00,0.9,932,-200,5.0,765,58,1054,61,1543,575,7.2,-200
23:00:00,1.1,830,-200,2.3,608,33,1282,41,1370,441,8.0,-200
0:00:00,0.7,778,-200,1.4,534,14,1480,22,1294,358,9.8,-200
1:00:00,0.5,820,-200,1.5,541,18,1450,28,1360,377,10.5,-200
2:00:00,0.5,842,-200,1.8,565,-200,1327,-200,1399,437,10.8,-200
3:00:00,0.5,867,-200,2.1,589,28,1267,41,1439,468,10.6,-200
4:00:00,-200,927,-200,3.5,682,56,1109,54,1526,580,10.4,-200
5:00:00,0.8,1060,-200,6.9,851,108,912,81,1673,805,10.2,-200
6:00:00,1.3,1440,-200,19.1,1271,251,630,107,2163,1273,-200,-200
7:00:00,3.5,1449,-200,22.0,1350,-200,571,-200,2264,1452,-200,-200
8:00:00,-200,1384,-200,18.9,1265,255,620,124,2143,1307,-200,-200
9:00:00,3.9,1172,-200,13.0,1085,214,737,123,1876,1102,-200,-200
