BUDAPEST,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA
189302400.0,114138000.0,6307200.0,157248000.0,63504000.0,189302400.0,66787200.0,158457600.0,51152400.0,189302400.0,6307200.0,227145600.0,126403200.0,114138000.0,128217600.0,193104000.0,29034000.0,157248000.0,119581200.0
189302400.0,93744000.0,1209600.0,157248000.0,60998400.0,189302400.0,61689600.0,163555200.0,33264000.0,189302400.0,1209600.0,219542400.0,118976400.0,93744000.0,128217600.0,190512000.0,29030400.0,157248000.0,137289600.0
186796800.0,88646400.0,3888000.0,152150400.0,73789200.0,186796800.0,56592000.0,153360000.0,28166400.0,186796800.0,3888000.0,214444800.0,131587200.0,88646400.0,123120000.0,185414400.0,31536000.0,152150400.0,121910400.0
189302400.0,88650000.0,1209600.0,162345600.0,63504000.0,189302400.0,61689600.0,158457600.0,23158800.0,189302400.0,1209600.0,219542400.0,126403200.0,88650000.0,128217600.0,190512000.0,29030400.0,162345600.0,127008000.0
189302400.0,106531200.0,3888000.0,157248000.0,63504000.0,189302400.0,59184000.0,158457600.0,40953600.0,189302400.0,3888000.0,219542400.0,126403200.0,106531200.0,128217600.0,182826000.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,14000400.0,157248000.0,50893200.0,189302400.0,77072400.0,153360000.0,33264000.0,189302400.0,14000400.0,237430800.0,126403200.0,93744000.0,128217600.0,200707200.0,29030400.0,157248000.0,127008000.0
186714000.0,98841600.0,6307200.0,162345600.0,73699200.0,186714000.0,66787200.0,176346000.0,38361600.0,186714000.0,6307200.0,224640000.0,131500800.0,98841600.0,133315200.0,195609600.0,34128000.0,162345600.0,132105600.0
186706800.0,80953200.0,11581200.0,139359600.0,50713200.0,186706800.0,48898800.0,145666800.0,20473200.0,186706800.0,11581200.0,206751600.0,113612400.0,80953200.0,107823600.0,177721200.0,34128000.0,139359600.0,114217200.0
189302400.0,96249600.0,11314800.0,170038800.0,63504000.0,189302400.0,49078800.0,158457600.0,33264000.0,189302400.0,11314800.0,209523600.0,126403200.0,96249600.0,138502800.0,175395600.0,29030400.0,170038800.0,127008000.0
189302400.0,93744000.0,6393600.0,157248000.0,63504000.0,189302400.0,66787200.0,145846800.0,33264000.0,189302400.0,6393600.0,227232000.0,126403200.0,93744000.0,128217600.0,193104000.0,29030400.0,157248000.0,119404800.0
186710400.0,106268400.0,13734000.0,169772400.0,73522800.0,186710400.0,74214000.0,176166000.0,45788400.0,186710400.0,13734000.0,232066800.0,131324400.0,106268400.0,140742000.0,203036400.0,31449600.0,169772400.0,149817600.0
186710400.0,88560000.0,3974400.0,139453200.0,58320000.0,186710400.0,56505600.0,153273600.0,28080000.0,186710400.0,3974400.0,214358400.0,131504400.0,88560000.0,105325200.0,185328000.0,31536000.0,139453200.0,121824000.0
189302400.0,88646400.0,1209600.0,162432000.0,63504000.0,189302400.0,61689600.0,158457600.0,23068800.0,189302400.0,1209600.0,219542400.0,126403200.0,88646400.0,128217600.0,190512000.0,29030400.0,162432000.0,127008000.0
189302400.0,106534800.0,3888000.0,157248000.0,63504000.0,189302400.0,59184000.0,158457600.0,40957200.0,189302400.0,3888000.0,219542400.0,126403200.0,106534800.0,128217600.0,182822400.0,29030400.0,157248000.0,109299600.0
189302400.0,93744000.0,1209600.0,157248000.0,50720400.0,189302400.0,61689600.0,153360000.0,33264000.0,189302400.0,1209600.0,219542400.0,108694800.0,93744000.0,128217600.0,200710800.0,29030400.0,157248000.0,127008000.0
186710400.0,98841600.0,6307200.0,162345600.0,73699200.0,186710400.0,66787200.0,163555200.0,38361600.0,186710400.0,6307200.0,224640000.0,131500800.0,98841600.0,133315200.0,195609600.0,34128000.0,162345600.0,132105600.0
199501200.0,78627600.0,1209600.0,152150400.0,63504000.0,199501200.0,61689600.0,158457600.0,12877200.0,199501200.0,1209600.0,219542400.0,126403200.0,78627600.0,117936000.0,190512000.0,29030400.0,152150400.0,127008000.0
189302400.0,96336000.0,14166000.0,157248000.0,63504000.0,189302400.0,48906000.0,158457600.0,30672000.0,189302400.0,14166000.0,209347200.0,126403200.0,96336000.0,135824400.0,172803600.0,29030400.0,157248000.0,127008000.0
189302400.0,93744000.0,3715200.0,157248000.0,63504000.0,189302400.0,66787200.0,143082000.0,33264000.0,189302400.0,3715200.0,227235600.0,126403200.0,93744000.0,128217600.0,190512000.0,29030400.0,157248000.0,116726400.0
186969600.0,109119600.0,16585200.0,172623600.0,73695600.0,186969600.0,77065200.0,176338800.0,48639600.0,186969600.0,16585200.0,234918000.0,131497200.0,109119600.0,143593200.0,205887600.0,34210800.0,172623600.0,149990400.0
186796800.0,91238400.0,1296000.0,139366800.0,60998400.0,186796800.0,59184000.0,155952000.0,30758400.0,186796800.0,1296000.0,217036800.0,131504400.0,91238400.0,107830800.0,188006400.0,34218000.0,139366800.0,124502400.0
189302400.0,86054400.0,21596400.0,159753600.0,63504000.0,189302400.0,61689600.0,158457600.0,23068800.0,189302400.0,21596400.0,199242000.0,126403200.0,86054400.0,128217600.0,190512000.0,29030400.0,159753600.0,127008000.0
189302400.0,93744000.0,3888000.0,157248000.0,63504000.0,189302400.0,56505600.0,135565200.0,33264000.0,189302400.0,3888000.0,216950400.0,126403200.0,93744000.0,128217600.0,182822400.0,29030400.0,157248000.0,109126800.0
212108400.0,116550000.0,24015600.0,180054000.0,73522800.0,212108400.0,84495600.0,176166000.0,56070000.0,212108400.0,24015600.0,242348400.0,131328000.0,116550000.0,151023600.0,213318000.0,31449600.0,180054000.0,149814000.0
186710400.0,98841600.0,6307200.0,139453200.0,73702800.0,186710400.0,66787200.0,163555200.0,38365200.0,186710400.0,6307200.0,224640000.0,131500800.0,98841600.0,133318800.0,195609600.0,31536000.0,139453200.0,132105600.0
189302400.0,78451200.0,1213200.0,152150400.0,63504000.0,189302400.0,61689600.0,158457600.0,12790800.0,189302400.0,1213200.0,219542400.0,126403200.0,78451200.0,117936000.0,190515600.0,29030400.0,152150400.0,127008000.0
189302400.0,96339600.0,14169600.0,157248000.0,63507600.0,189302400.0,48902400.0,158461200.0,30672000.0,189302400.0,14169600.0,209347200.0,126403200.0,96339600.0,128221200.0,172627200.0,29030400.0,157248000.0,127011600.0
189302400.0,93740400.0,3715200.0,157244400.0,40694400.0,189302400.0,66787200.0,143074800.0,33264000.0,189302400.0,3715200.0,219538800.0,126403200.0,93740400.0,128217600.0,190512000.0,29026800.0,157244400.0,116722800.0
186796800.0,109123200.0,16592400.0,172630800.0,73785600.0,186796800.0,77068800.0,176346000.0,48646800.0,186796800.0,16592400.0,234921600.0,131500800.0,109123200.0,143600400.0,205894800.0,34214400.0,172630800.0,142390800.0
186796800.0,65836800.0,1296000.0,139359600.0,60998400.0,186796800.0,59184000.0,155952000.0,2764800.0,186796800.0,1296000.0,217036800.0,123897600.0,65836800.0,107823600.0,188006400.0,26521200.0,139359600.0,124502400.0
189302400.0,86050800.0,21772800.0,159753600.0,63504000.0,189302400.0,38880000.0,158457600.0,23065200.0,189302400.0,21772800.0,199065600.0,126403200.0,86050800.0,128217600.0,165196800.0,29026800.0,159753600.0,127008000.0
189302400.0,93744000.0,3891600.0,157248000.0,63504000.0,189302400.0,56588400.0,135475200.0,33264000.0,189302400.0,3891600.0,216946800.0,126403200.0,93744000.0,128217600.0,182905200.0,29030400.0,157248000.0,109119600.0
186969600.0,116726400.0,24192000.0,180230400.0,73695600.0,186969600.0,84672000.0,176338800.0,56246400.0,186969600.0,24192000.0,242524800.0,131497200.0,116726400.0,151200000.0,213494400.0,31536000.0,180230400.0,149990400.0
186796800.0,98845200.0,6310800.0,139366800.0,68605200.0,186796800.0,66790800.0,163558800.0,38365200.0,186796800.0,6310800.0,224643600.0,131504400.0,98845200.0,135910800.0,195613200.0,31536000.0,139366800.0,132109200.0
189302400.0,78447600.0,1209600.0,152146800.0,63504000.0,189302400.0,61689600.0,158457600.0,43282800.0,189302400.0,1209600.0,191635200.0,126403200.0,78447600.0,148604400.0,190512000.0,29030400.0,152146800.0,127008000.0
189302400.0,93744000.0,16412400.0,157248000.0,63504000.0,189302400.0,48898800.0,158457600.0,61171200.0,189302400.0,16412400.0,209343600.0,126403200.0,93744000.0,128217600.0,203122800.0,29030400.0,157248000.0,129600000.0
189302400.0,93744000.0,1209600.0,157248000.0,71017200.0,189302400.0,61689600.0,173574000.0,33264000.0,189302400.0,1209600.0,219542400.0,128995200.0,93744000.0,128217600.0,190512000.0,1036800.0,157248000.0,147394800.0
186710400.0,78541200.0,13993200.0,142045200.0,73702800.0,186710400.0,46486800.0,143254800.0,18061200.0,186710400.0,13993200.0,204339600.0,131587200.0,78541200.0,113014800.0,175309200.0,3628800.0,142045200.0,111805200.0
189302400.0,98668800.0,1209600.0,172364400.0,63504000.0,189302400.0,61689600.0,158457600.0,33264000.0,189302400.0,1209600.0,219542400.0,126403200.0,98668800.0,138322800.0,190512000.0,29030400.0,172364400.0,127008000.0
