Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2
01:07:00,3.250,0.104,239.610,19.600,0.000,27.000
01:08:00,4.618,0.178,239.490,21.800,0.000,37.000
01:09:00,5.242,0.198,239.650,20.200,0.000,36.000
01:10:00,4.860,0.238,240.390,16.000,0.000,36.000
01:11:00,3.738,0.256,240.310,14.400,0.000,37.000
01:12:00,3.426,0.214,238.150,22.000,0.000,35.000
01:13:00,5.254,0.230,237.910,22.000,0.000,36.000
01:14:00,5.246,0.210,237.440,22.000,0.000,36.000
01:15:00,5.216,0.240,238.520,16.600,0.000,36.000
01:16:00,3.858,0.188,239.550,11.800,0.000,36.000
01:17:00,2.822,0.164,238.270,16.600,0.000,35.000
01:18:00,3.840,0.140,237.370,19.400,0.000,36.000
01:19:00,4.636,0.152,237.170,19.400,0.000,35.000
01:20:00,4.634,0.142,237.920,19.400,0.000,36.000
01:21:00,4.652,0.130,239.820,14.600,0.000,26.000
01:22:00,3.130,0.050,241.180,7.600,0.000,24.000
01:23:00,1.756,0.000,239.840,15.000,0.000,36.000
01:24:00,3.478,0.000,239.040,18.800,0.000,36.000
01:25:00,4.500,0.000,240.290,14.800,0.000,21.000
01:26:00,3.552,0.000,239.190,16.600,0.000,28.000
01:27:00,3.940,0.000,240.800,10.000,0.000,37.000
01:28:00,2.440,0.000,241.610,9.000,0.000,28.000
01:29:00,2.080,0.000,240.110,15.200,0.000,22.000
01:30:00,3.652,0.000,239.350,18.400,0.000,36.000
01:31:00,4.432,0.000,240.080,18.600,0.000,36.000
01:32:00,4.460,0.124,242.070,10.000,0.000,17.000
01:33:00,2.186,0.124,241.540,9.800,0.000,33.000
01:34:00,2.358,0.098,239.840,16.800,0.000,36.000
01:35:00,3.954,0.106,240.360,15.600,0.000,25.000
01:36:00,3.746,0.098,239.790,16.600,0.000,25.000
01:37:00,3.944,0.102,239.550,15.800,0.000,36.000
01:38:00,3.680,0.130,242.210,7.200,0.000,24.000
01:39:00,1.670,0.118,241.920,14.600,0.000,26.000
01:40:00,3.214,0.000,240.420,18.600,0.000,36.000
01:41:00,4.500,0.000,241.780,15.800,0.000,26.000
01:42:00,3.800,0.000,243.310,11.200,0.000,23.000
01:43:00,2.664,0.122,242.920,10.400,0.000,37.000
01:44:00,2.528,0.140,241.800,11.600,0.000,18.000
01:45:00,2.668,0.184,240.290,17.800,0.000,30.000
01:46:00,4.256,0.244,240.610,17.600,0.000,28.000
01:47:00,4.126,0.270,242.140,15.000,0.000,31.000
01:48:00,3.216,0.302,243.880,2.600,0.000,5.000
01:49:00,0.574,0.272,241.490,10.800,0.000,16.000
01:50:00,2.344,0.244,240.340,16.200,0.000,23.000
01:51:00,3.804,0.240,239.590,19.200,0.000,37.000
01:52:00,4.622,0.250,240.380,13.800,0.000,16.000
01:53:00,3.218,0.294,242.430,4.200,0.000,5.000
01:54:00,0.774,0.300,243.550,2.600,0.000,5.000
01:55:00,0.572,0.282,242.330,9.000,0.000,5.000
01:56:00,1.952,0.188,241.860,10.800,0.000,4.000
01:57:00,2.608,0.134,242.140,10.600,0.000,5.000
01:58:00,2.600,0.132,241.970,10.600,0.000,5.000
01:59:00,2.568,0.148,242.140,7.000,0.000,5.000
02:00:00,1.334,0.124,244.330,1.600,0.000,3.000
02:01:00,0.362,0.100,245.860,6.600,0.000,1.000
02:02:00,1.238,0.088,244.840,10.000,0.000,2.000
02:03:00,2.448,0.082,244.830,9.800,0.000,1.000
02:04:00,2.426,0.098,245.800,8.400,0.000,2.000
02:05:00,1.794,0.118,247.650,1.200,0.000,1.000
02:06:00,0.288,0.120,247.490,3.800,0.000,1.000
02:07:00,0.608,0.082,244.730,9.800,0.000,2.000
02:08:00,2.426,0.088,244.900,10.000,0.000,1.000
02:09:00,2.442,0.084,244.770,9.800,0.000,1.000
02:10:00,2.428,0.116,247.470,4.400,0.000,2.000
02:11:00,0.674,0.128,248.480,1.400,0.000,1.000
02:12:00,0.306,0.094,247.010,9.000,0.000,2.000
02:13:00,2.090,0.134,246.120,10.200,0.000,1.000
02:14:00,2.508,0.126,246.320,9.400,0.000,1.000
02:15:00,2.228,0.108,248.010,1.400,0.000,0.000
02:16:00,0.308,0.102,248.200,1.200,0.000,0.000
02:17:00,0.290,0.072,245.610,10.000,0.000,1.000
02:18:00,2.442,0.156,245.290,10.200,0.000,0.000
02:19:00,2.514,0.202,243.750,10.200,0.000,0.000
02:20:00,2.506,0.234,246.170,1.800,0.000,0.000
02:21:00,0.388,0.242,246.940,3.200,0.000,0.000
02:22:00,0.538,0.142,245.350,10.200,0.000,0.000
02:23:00,2.496,0.100,244.970,10.000,0.000,1.000
02:24:00,2.470,0.096,244.970,10.000,0.000,0.000
02:25:00,2.448,0.126,246.170,5.000,0.000,0.000
02:26:00,0.820,0.130,247.300,1.400,0.000,0.000
02:27:00,0.308,0.102,244.960,10.000,0.000,0.000
02:28:00,2.450,0.092,244.200,9.800,0.000,0.000
02:29:00,2.432,0.098,243.930,10.000,0.000,0.000
02:30:00,2.444,0.100,244.350,8.800,0.000,0.000
02:31:00,1.970,0.000,246.640,1.200,0.000,1.000
02:32:00,0.256,0.000,246.700,3.600,0.000,0.000
02:33:00,0.508,0.000,244.700,9.600,0.000,0.000
02:34:00,2.370,0.000,245.050,9.600,0.000,0.000
02:35:00,2.352,0.000,246.520,9.000,0.000,0.000
02:36:00,2.140,0.000,248.940,0.800,0.000,0.000
02:37:00,0.212,0.000,247.330,5.800,0.000,1.000
02:38:00,0.992,0.000,245.390,9.600,0.000,0.000
02:39:00,2.362,0.000,245.710,9.600,0.000,0.000
02:40:00,2.384,0.000,246.100,8.400,0.000,0.000
02:41:00,1.928,0.000,249.370,1.000,0.000,0.000
02:42:00,0.218,0.000,249.070,4.400,0.000,1.000
02:43:00,0.656,0.000,247.310,9.600,0.000,0.000
02:44:00,2.398,0.000,247.260,9.600,0.000,0.000
02:45:00,2.412,0.000,245.950,7.800,0.000,0.000
02:46:00,1.672,0.000,246.160,1.000,0.000,0.000
02:47:00,0.226,0.000,244.510,7.800,0.000,0.000
02:48:00,1.632,0.000,243.910,9.600,0.000,1.000
02:49:00,2.352,0.046,243.680,9.400,0.000,0.000
02:50:00,2.328,0.000,244.570,4.600,0.000,0.000
02:51:00,0.732,0.000,245.980,0.800,0.000,0.000
02:52:00,0.206,0.000,244.320,9.600,0.000,0.000
02:53:00,2.332,0.000,244.510,9.800,0.000,0.000
02:54:00,2.390,0.100,244.840,10.000,0.000,1.000
02:55:00,2.476,0.126,247.150,3.800,0.000,0.000
02:56:00,0.604,0.178,246.590,1.800,0.000,0.000
02:57:00,0.380,0.210,244.520,8.400,0.000,0.000
02:58:00,1.774,0.202,243.430,10.400,0.000,0.000
02:59:00,2.520,0.214,244.060,10.400,0.000,0.000
03:00:00,2.542,0.294,245.050,9.800,0.000,4.000
03:01:00,2.228,0.316,247.120,2.600,0.000,4.000
03:02:00,0.590,0.316,246.860,7.000,0.000,3.000
03:03:00,1.354,0.280,245.410,11.200,0.000,4.000
03:04:00,2.734,0.288,245.270,11.200,0.000,3.000
03:05:00,2.734,0.214,245.790,9.000,0.000,4.000
03:06:00,2.002,0.144,247.110,2.000,0.000,3.000
03:07:00,0.472,0.000,244.700,5.000,0.000,4.000
03:08:00,0.876,0.046,243.240,9.400,0.000,0.000
03:09:00,2.324,0.000,243.460,9.600,0.000,0.000
03:10:00,2.342,0.046,243.570,9.400,0.000,0.000
03:11:00,2.326,0.000,246.190,2.000,0.000,0.000
03:12:00,0.302,0.000,247.170,0.800,0.000,0.000
03:13:00,0.208,0.000,245.690,8.800,0.000,0.000
03:14:00,2.022,0.000,245.080,9.600,0.000,0.000
03:15:00,2.356,0.000,243.700,9.600,0.000,1.000
03:16:00,2.346,0.000,243.920,9.200,0.000,0.000
03:17:00,2.240,0.000,245.540,1.000,0.000,0.000
03:18:00,0.224,0.000,244.880,3.200,0.000,0.000
03:19:00,0.424,0.000,243.270,9.600,0.000,0.000
03:20:00,2.344,0.048,242.650,9.400,0.000,0.000
03:21:00,2.308,0.000,243.290,9.600,0.000,1.000
03:22:00,2.338,0.000,243.730,7.400,0.000,0.000
03:23:00,1.480,0.000,245.290,1.000,0.000,0.000
03:24:00,0.222,0.000,245.380,5.200,0.000,0.000
03:25:00,0.820,0.000,243.840,9.600,0.000,0.000
03:26:00,2.352,0.048,242.800,9.400,0.000,0.000
03:27:00,2.312,0.000,242.520,9.600,0.000,1.000
03:28:00,2.324,0.000,244.900,1.400,0.000,0.000
03:29:00,0.232,0.120,244.810,1.600,0.000,0.000
03:30:00,0.342,0.098,243.800,8.800,0.000,0.000
03:31:00,1.940,0.098,244.030,10.000,0.000,0.000
03:32:00,2.456,0.096,244.730,10.000,0.000,0.000
03:33:00,2.448,0.108,244.660,8.400,0.000,1.000
03:34:00,1.838,0.130,246.400,1.400,0.000,0.000
03:35:00,0.320,0.116,245.500,6.400,0.000,0.000
03:36:00,1.154,0.096,243.490,10.000,0.000,0.000
03:37:00,2.442,0.090,243.080,9.800,0.000,0.000
03:38:00,2.410,0.096,243.170,9.600,0.000,0.000
03:39:00,2.282,0.126,244.440,1.600,0.000,0.000
03:40:00,0.320,0.224,244.050,4.800,0.000,1.000
03:41:00,0.812,0.138,242.720,10.000,0.000,0.000
03:42:00,2.446,0.066,243.810,9.800,0.000,0.000
03:43:00,2.426,0.062,244.120,9.800,0.000,0.000
03:44:00,2.410,0.096,245.640,2.800,0.000,0.000
03:45:00,0.436,0.088,245.180,3.200,0.000,0.000
03:46:00,0.492,0.064,243.700,9.800,0.000,1.000
03:47:00,2.424,0.058,243.410,9.800,0.000,0.000
03:48:00,2.392,0.000,243.420,9.800,0.000,0.000
03:49:00,2.382,0.000,245.530,4.800,0.000,0.000
03:50:00,0.754,0.000,246.540,3.000,0.000,0.000
03:51:00,0.412,0.000,244.630,9.600,0.000,0.000
03:52:00,2.354,0.000,244.590,9.800,0.000,1.000
03:53:00,2.412,0.082,244.420,9.800,0.000,2.000
03:54:00,2.426,0.100,244.640,7.200,0.000,2.000
03:55:00,1.384,0.110,245.310,1.200,0.000,1.000
03:56:00,0.292,0.098,243.780,7.000,0.000,2.000
03:57:00,1.330,0.076,242.570,9.800,0.000,1.000
03:58:00,2.396,0.082,243.160,9.800,0.000,2.000
03:59:00,2.422,0.076,243.180,9.800,0.000,1.000
04:00:00,2.402,0.112,245.020,2.600,0.000,2.000
04:01:00,0.430,0.104,244.900,4.200,0.000,2.000
04:02:00,0.666,0.080,242.770,9.800,0.000,1.000
04:03:00,2.420,0.074,242.470,9.800,0.000,2.000
04:04:00,2.390,0.120,242.140,10.000,0.000,1.000
04:05:00,2.446,0.248,245.150,5.600,0.000,2.000
04:06:00,0.978,0.254,245.860,1.800,0.000,1.000
04:07:00,0.400,0.222,243.470,10.200,0.000,2.000
04:08:00,2.432,0.214,243.360,10.200,0.000,1.000
04:09:00,2.500,0.220,243.540,10.400,0.000,2.000
04:10:00,2.520,0.246,245.680,4.800,0.000,1.000
04:11:00,0.788,0.256,245.690,2.000,0.000,2.000
04:12:00,0.402,0.216,243.210,9.600,0.000,1.000
04:13:00,2.238,0.220,243.490,10.200,0.000,2.000
04:14:00,2.512,0.212,243.200,10.200,0.000,1.000
04:15:00,2.486,0.230,244.120,8.800,0.000,1.000
04:16:00,1.936,0.256,246.450,1.800,0.000,2.000
04:17:00,0.376,0.078,245.710,5.200,0.000,1.000
04:18:00,0.908,0.046,243.860,9.400,0.000,0.000
04:19:00,2.336,0.000,243.500,9.600,0.000,0.000
04:20:00,2.346,0.046,243.620,9.400,0.000,0.000
04:21:00,2.328,0.000,243.730,8.000,0.000,0.000
04:22:00,1.708,0.000,245.170,0.800,0.000,0.000
04:23:00,0.206,0.000,245.130,3.600,0.000,1.000
04:24:00,0.516,0.060,243.670,9.800,0.000,0.000
04:25:00,2.426,0.066,244.000,9.800,0.000,0.000
04:26:00,2.430,0.060,243.600,9.800,0.000,0.000
04:27:00,2.424,0.064,242.930,9.600,0.000,0.000
04:28:00,2.306,0.088,245.080,1.200,0.000,0.000
04:29:00,0.288,0.092,245.690,3.800,0.000,0.000
04:30:00,0.756,0.050,242.830,14.400,0.000,0.000
04:31:00,3.498,0.054,242.920,14.400,0.000,1.000
04:32:00,3.522,0.000,243.030,14.200,0.000,0.000
04:33:00,3.460,0.050,242.950,14.000,0.000,0.000
04:34:00,3.434,0.000,245.600,7.400,0.000,0.000
04:35:00,1.646,0.000,245.940,5.400,0.000,0.000
04:36:00,1.336,0.000,244.160,12.400,0.000,1.000
04:37:00,2.874,0.056,243.040,14.000,0.000,0.000
04:38:00,3.410,0.052,242.490,14.000,0.000,0.000
04:39:00,3.412,0.056,242.220,13.800,0.000,0.000
04:40:00,3.386,0.048,244.070,8.200,0.000,0.000
04:41:00,1.844,0.106,244.550,5.800,0.000,0.000
04:42:00,1.414,0.086,242.890,14.000,0.000,1.000
04:43:00,3.352,0.080,242.650,14.400,0.000,0.000
04:44:00,3.500,0.084,242.630,14.400,0.000,0.000
04:45:00,3.516,0.084,243.150,13.400,0.000,0.000
04:46:00,3.174,0.114,245.100,5.800,0.000,0.000
04:47:00,1.428,0.100,244.150,9.000,0.000,0.000
04:48:00,1.994,0.082,241.830,14.400,0.000,1.000
04:49:00,3.492,0.076,241.530,14.200,0.000,0.000
04:50:00,3.460,0.082,242.060,14.400,0.000,0.000
04:51:00,3.492,0.080,242.390,14.200,0.000,0.000
04:52:00,3.482,0.104,245.950,6.200,0.000,0.000
04:53:00,1.492,0.000,246.550,5.400,0.000,0.000
04:54:00,1.326,0.046,243.760,13.600,0.000,1.000
04:55:00,3.282,0.054,243.580,14.000,0.000,0.000
04:56:00,3.422,0.050,242.950,14.000,0.000,0.000
04:57:00,3.424,0.054,242.700,13.400,0.000,0.000
04:58:00,3.254,0.000,244.270,5.400,0.000,0.000
04:59:00,1.320,0.000,243.140,10.400,0.000,0.000
05:00:00,2.294,0.052,242.010,14.000,0.000,0.000
05:01:00,3.400,0.056,242.730,14.000,0.000,0.000
05:02:00,3.402,0.050,242.700,14.000,0.000,1.000
05:03:00,3.418,0.050,243.770,12.600,0.000,0.000
05:04:00,2.994,0.000,244.660,5.400,0.000,0.000
05:05:00,1.326,0.000,243.620,9.200,0.000,0.000
05:06:00,2.020,0.056,241.410,14.000,0.000,0.000
05:07:00,3.378,0.054,240.910,14.000,0.000,1.000
05:08:00,3.372,0.046,240.820,14.000,0.000,0.000
05:09:00,3.374,0.046,240.230,14.200,0.000,0.000
05:10:00,3.426,0.066,242.120,6.200,0.000,0.000
05:11:00,1.462,0.070,242.930,8.400,0.000,0.000
05:12:00,1.834,0.046,242.130,14.200,0.000,0.000
05:13:00,3.462,0.054,242.490,14.200,0.000,1.000
05:14:00,3.486,0.056,243.690,12.000,0.000,0.000
05:15:00,2.910,0.090,245.930,5.400,0.000,0.000
05:16:00,0.936,0.152,246.450,1.600,0.000,0.000
05:17:00,0.338,0.136,244.330,8.800,0.000,0.000
05:18:00,1.926,0.088,242.870,9.800,0.000,0.000
05:19:00,2.420,0.094,243.060,10.000,0.000,1.000
05:20:00,2.438,0.092,243.670,9.800,0.000,0.000
05:21:00,2.430,0.098,244.050,10.000,0.000,0.000
05:22:00,2.454,0.126,246.260,2.600,0.000,0.000
05:23:00,0.424,0.128,246.230,4.400,0.000,0.000
05:24:00,0.716,0.098,245.160,10.000,0.000,0.000
05:25:00,2.462,0.100,244.250,10.000,0.000,1.000
05:26:00,2.460,0.090,243.190,9.800,0.000,0.000
05:27:00,2.418,0.112,243.770,5.800,0.000,0.000
05:28:00,1.000,0.118,244.730,1.200,0.000,0.000
05:29:00,0.298,0.000,243.030,7.800,0.000,0.000
05:30:00,1.650,0.048,242.670,9.400,0.000,0.000
05:31:00,2.310,0.000,242.870,9.600,0.000,1.000
05:32:00,2.332,0.046,243.030,9.200,0.000,0.000
05:33:00,2.242,0.000,244.960,1.000,0.000,0.000
05:34:00,0.224,0.000,244.500,4.800,0.000,0.000
05:35:00,0.752,0.000,242.560,9.600,0.000,0.000
05:36:00,2.330,0.000,242.610,9.400,0.000,0.000
05:37:00,2.322,0.048,242.190,9.400,0.000,0.000
05:38:00,2.312,0.000,243.740,4.800,0.000,1.000
05:39:00,0.760,0.000,244.400,2.600,0.000,0.000
05:40:00,0.364,0.000,242.390,9.600,0.000,0.000
05:41:00,2.336,0.048,242.510,9.400,0.000,0.000
05:42:00,2.312,0.000,242.610,9.600,0.000,0.000
05:43:00,2.332,0.000,243.820,5.200,0.000,0.000
05:44:00,0.856,0.000,243.550,5.400,0.000,1.000
05:45:00,0.864,0.050,242.220,9.400,0.000,0.000
05:46:00,2.302,0.000,242.600,9.600,0.000,0.000
05:47:00,2.324,0.000,243.740,8.400,0.000,0.000
05:48:00,1.852,0.000,247.080,1.000,0.000,0.000
05:49:00,0.226,0.000,244.990,9.200,0.000,0.000
05:50:00,2.184,0.000,245.620,9.600,0.000,1.000
05:51:00,2.380,0.000,245.710,8.600,0.000,0.000
05:52:00,1.920,0.000,246.970,1.200,0.000,0.000
05:53:00,0.254,0.098,244.630,9.200,0.000,0.000
05:54:00,2.164,0.188,244.720,10.400,0.000,0.000
05:55:00,2.554,0.212,245.140,9.000,0.000,0.000
05:56:00,2.026,0.244,246.580,2.000,0.000,1.000
05:57:00,0.414,0.206,244.280,9.200,0.000,0.000
05:58:00,2.106,0.202,243.580,10.400,0.000,0.000
05:59:00,2.522,0.206,244.360,9.200,0.000,0.000
06:00:00,2.076,0.238,245.770,1.800,0.000,0.000
06:01:00,0.402,0.204,243.950,9.200,0.000,0.000
06:02:00,2.118,0.176,243.010,10.200,0.000,1.000
06:03:00,2.486,0.200,245.340,7.000,0.000,1.000
06:04:00,1.340,0.258,246.000,4.000,0.000,1.000
06:05:00,0.666,0.110,243.700,10.000,0.000,2.000
06:06:00,2.440,0.082,243.530,9.800,0.000,2.000
06:07:00,2.426,0.096,243.920,6.800,0.000,1.000
06:08:00,1.278,0.106,244.990,2.800,0.000,2.000
06:09:00,0.430,0.080,243.060,10.000,0.000,1.000
06:10:00,2.426,0.072,241.950,9.800,0.000,2.000
06:11:00,2.382,0.078,242.350,9.800,0.000,2.000
06:12:00,2.406,0.106,244.820,1.800,0.000,1.000
06:13:00,0.330,0.098,243.990,6.600,0.000,2.000
06:14:00,1.208,0.076,242.910,9.800,0.000,1.000
06:15:00,2.406,0.086,242.840,10.000,0.000,2.000
06:16:00,2.442,0.082,243.090,10.000,0.000,1.000
06:17:00,2.426,0.084,242.410,10.000,0.000,2.000
06:18:00,2.432,0.080,242.630,9.800,0.000,1.000
06:19:00,2.414,0.116,244.860,2.400,0.000,2.000
06:20:00,0.484,0.112,245.050,1.400,0.000,1.000
06:21:00,0.312,0.088,243.360,9.800,0.000,2.000
06:22:00,2.352,0.084,243.660,9.800,0.000,1.000
06:23:00,2.428,0.092,244.020,10.600,0.000,2.000
06:24:00,2.582,0.086,243.850,11.400,0.000,1.000
06:25:00,2.784,0.090,243.730,11.000,0.000,1.000
06:26:00,2.680,0.098,244.930,7.000,0.000,2.000
06:27:00,1.420,0.088,244.830,3.800,0.000,1.000
06:28:00,0.908,0.048,242.050,13.200,0.000,0.000
06:29:00,3.194,0.094,241.890,13.600,0.000,0.000
06:30:00,3.328,0.094,242.620,11.600,0.000,0.000
06:31:00,2.670,0.124,244.760,5.000,0.000,1.000
06:32:00,1.238,0.116,244.400,4.600,0.000,0.000
06:33:00,1.120,0.128,245.390,2.600,0.000,0.000
06:34:00,0.592,0.122,245.940,3.200,0.000,0.000
06:35:00,0.800,0.126,245.840,3.400,0.000,0.000
06:36:00,0.820,0.116,244.500,3.200,0.000,0.000
06:37:00,0.796,0.116,244.020,3.200,0.000,1.000
06:38:00,0.798,0.120,244.130,2.800,0.000,0.000
06:39:00,0.694,0.136,244.350,3.000,0.000,0.000
06:40:00,0.694,0.228,244.300,3.200,0.000,0.000
06:41:00,0.758,0.140,244.140,2.800,0.000,0.000
06:42:00,0.682,0.090,244.490,2.600,0.000,1.000
06:43:00,0.664,0.084,244.140,2.600,0.000,0.000
06:44:00,0.642,0.088,243.940,2.600,0.000,0.000
06:45:00,0.660,0.082,243.580,2.600,0.000,0.000
06:46:00,0.636,0.090,244.640,2.600,0.000,0.000
06:47:00,0.660,0.084,244.260,2.600,0.000,0.000
06:48:00,0.638,0.092,244.460,2.000,0.000,1.000
06:49:00,0.478,0.000,245.540,1.200,0.000,0.000
06:50:00,0.316,0.000,246.010,1.400,0.000,0.000
06:51:00,0.330,0.000,245.940,1.600,0.000,0.000
06:52:00,0.380,0.000,245.220,2.200,0.000,0.000
06:53:00,0.522,0.000,244.450,1.800,0.000,0.000
06:54:00,0.422,0.000,243.960,1.200,0.000,1.000
06:55:00,0.262,0.000,243.390,1.000,0.000,0.000
06:56:00,0.220,0.000,244.350,1.000,0.000,0.000
06:57:00,0.246,0.000,244.260,0.800,0.000,0.000
06:58:00,0.212,0.000,244.620,1.000,0.000,0.000
06:59:00,0.242,0.000,244.670,1.000,0.000,0.000
07:00:00,0.222,0.000,244.230,1.000,0.000,1.000
07:01:00,0.240,0.000,244.870,1.000,0.000,0.000
07:02:00,0.216,0.000,243.640,1.000,0.000,0.000
07:03:00,0.228,0.000,242.490,0.800,0.000,0.000
07:04:00,0.210,0.000,242.250,1.400,0.000,0.000
07:05:00,0.276,0.104,242.080,1.400,0.000,0.000
07:06:00,0.322,0.108,241.890,1.400,0.000,0.000
07:07:00,0.336,0.108,242.080,1.400,0.000,0.000
07:08:00,0.318,0.110,242.570,1.400,0.000,1.000
07:09:00,0.314,0.114,243.040,1.400,0.000,0.000
07:10:00,0.328,0.108,242.590,1.400,0.000,0.000
07:11:00,0.308,0.112,242.550,1.400,0.000,0.000
07:12:00,0.326,0.108,242.800,1.400,0.000,0.000
07:13:00,0.304,0.086,240.970,9.400,0.000,1.000
07:14:00,2.206,0.072,239.160,9.600,0.000,0.000
07:15:00,2.338,0.076,239.210,9.800,0.000,0.000
07:16:00,2.362,0.074,239.790,9.800,0.000,0.000
07:17:00,2.356,0.000,239.780,9.600,0.000,0.000
07:18:00,2.324,0.056,239.920,9.400,0.000,0.000
07:19:00,2.264,0.052,240.030,9.400,0.000,1.000
07:20:00,2.280,0.056,239.900,9.400,0.000,0.000
07:21:00,2.258,0.048,241.230,9.400,0.000,0.000
07:22:00,2.306,0.054,241.350,9.400,0.000,0.000
07:23:00,2.288,0.048,241.010,9.400,0.000,0.000
07:24:00,2.300,0.000,241.570,9.600,0.000,0.000
07:25:00,2.346,0.054,241.270,9.800,0.000,1.000
07:26:00,2.378,0.048,240.920,9.600,0.000,0.000
07:27:00,2.346,0.050,240.040,9.800,0.000,0.000
07:28:00,2.350,0.000,239.390,9.600,0.000,0.000
07:29:00,2.326,0.048,238.930,9.600,0.000,0.000
07:30:00,2.336,0.000,239.460,9.600,0.000,0.000
07:31:00,2.326,0.080,242.270,3.200,0.000,1.000
07:32:00,0.504,0.076,242.220,1.200,0.000,0.000
07:33:00,0.268,0.000,242.550,8.000,0.000,0.000
07:34:00,1.734,0.050,242.880,9.400,0.000,0.000
07:35:00,2.318,0.046,242.180,9.600,0.000,0.000
07:36:00,2.322,0.052,242.160,9.400,0.000,0.000
07:37:00,2.302,0.046,241.970,9.400,0.000,1.000
07:38:00,2.318,0.050,241.710,9.400,0.000,0.000
07:39:00,2.302,0.052,241.530,9.400,0.000,0.000
07:40:00,2.290,0.000,241.300,9.800,0.000,0.000
07:41:00,2.376,0.114,244.310,2.000,0.000,0.000
07:42:00,0.368,0.124,244.830,1.400,0.000,0.000
07:43:00,0.332,0.096,243.370,8.200,0.000,0.000
07:44:00,1.734,0.088,242.040,10.000,0.000,1.000
07:45:00,2.416,0.084,242.240,9.800,0.000,0.000
07:46:00,2.400,0.088,242.100,10.000,0.000,0.000
07:47:00,2.418,0.082,241.560,9.800,0.000,0.000
07:48:00,2.388,0.086,241.570,9.800,0.000,0.000
07:49:00,2.406,0.080,241.330,9.800,0.000,0.000
07:50:00,2.378,0.108,243.280,6.400,0.000,1.000
07:51:00,1.164,0.118,244.950,1.200,0.000,0.000
07:52:00,0.300,0.120,244.830,4.400,0.000,0.000
07:53:00,0.700,0.000,242.850,9.800,0.000,0.000
07:54:00,2.376,0.046,242.060,9.600,0.000,0.000
07:55:00,2.320,0.054,241.040,9.400,0.000,0.000
07:56:00,2.278,0.050,240.310,9.400,0.000,1.000
07:57:00,2.280,0.054,240.950,9.400,0.000,0.000
07:58:00,2.278,0.050,240.670,9.400,0.000,0.000
07:59:00,2.294,0.056,240.900,9.400,0.000,0.000
08:00:00,2.280,0.050,240.970,9.400,0.000,0.000
08:01:00,2.300,0.000,243.210,1.200,0.000,0.000
08:02:00,0.210,0.000,243.600,1.000,0.000,1.000
08:03:00,0.216,0.052,241.990,9.400,0.000,0.000
08:04:00,2.256,0.048,241.620,9.400,0.000,0.000
08:05:00,2.312,0.052,241.370,9.400,0.000,0.000
08:06:00,2.288,0.048,241.440,9.400,0.000,0.000
08:07:00,2.308,0.054,240.620,9.400,0.000,0.000
08:08:00,2.272,0.000,241.270,9.600,0.000,1.000
08:09:00,2.354,0.084,243.880,4.000,0.000,0.000
08:10:00,0.616,0.082,243.680,1.200,0.000,0.000
08:11:00,0.282,0.060,241.110,8.400,0.000,0.000
08:12:00,1.780,0.048,240.670,9.600,0.000,0.000
08:13:00,2.348,0.054,241.100,9.800,0.000,1.000
08:14:00,2.368,0.052,241.840,9.600,0.000,0.000
08:15:00,2.362,0.056,241.480,9.800,0.000,0.000
08:16:00,2.378,0.134,240.970,10.000,0.000,0.000
08:17:00,2.430,0.256,239.370,10.400,0.000,2.000
08:18:00,2.512,0.226,241.480,3.800,0.000,1.000
08:19:00,0.616,0.234,241.860,1.800,0.000,2.000
08:20:00,0.398,0.212,241.110,7.600,0.000,1.000
08:21:00,1.528,0.208,241.060,10.200,0.000,2.000
08:22:00,2.484,0.202,241.060,10.200,0.000,1.000
08:23:00,2.462,0.214,242.360,10.200,0.000,2.000
08:24:00,2.502,0.210,242.660,10.200,0.000,1.000
08:25:00,2.484,0.212,242.060,10.200,0.000,2.000
08:26:00,2.486,0.214,242.400,9.000,0.000,2.000
08:27:00,2.040,0.246,244.020,2.000,0.000,1.000
08:28:00,0.402,0.240,243.780,1.800,0.000,2.000
08:29:00,0.380,0.196,241.390,8.600,0.000,1.000
08:30:00,1.876,0.068,241.030,9.800,0.000,2.000
08:31:00,2.360,0.070,240.690,9.800,0.000,1.000
08:32:00,2.364,0.064,240.110,9.600,0.000,2.000
08:33:00,2.336,0.068,239.680,9.800,0.000,1.000
08:34:00,2.352,0.064,240.170,9.600,0.000,2.000
08:35:00,2.340,0.070,240.340,9.800,0.000,1.000
08:36:00,2.360,0.088,242.650,5.400,0.000,1.000
08:37:00,0.914,0.104,243.510,1.200,0.000,2.000
08:38:00,0.290,0.090,243.080,6.000,0.000,1.000
08:39:00,1.058,0.070,241.420,9.800,0.000,2.000
08:40:00,2.374,0.076,241.940,9.800,0.000,1.000
08:41:00,2.388,0.000,242.680,9.600,0.000,1.000
08:42:00,2.358,0.050,241.020,9.400,0.000,1.000
08:43:00,2.294,0.054,241.320,9.400,0.000,0.000
08:44:00,2.278,0.050,240.080,9.400,0.000,0.000
08:45:00,2.280,0.000,241.700,1.800,0.000,0.000
08:46:00,0.268,0.000,242.470,1.000,0.000,0.000
08:47:00,0.222,0.046,241.270,7.800,0.000,0.000
08:48:00,1.622,0.048,241.030,9.400,0.000,1.000
08:49:00,2.296,0.054,241.140,9.400,0.000,0.000
08:50:00,2.278,0.050,240.700,9.400,0.000,0.000
08:51:00,2.296,0.056,239.730,9.400,0.000,0.000
