Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH
12:00:00,1.6,1009,141,7.7,885,112,994,87,1439,751,15.1,34.4
13:00:00,1.5,1073,181,9.7,966,128,935,87,1537,805,14.6,28.7
14:00:00,1.8,1098,227,9.8,971,145,877,103,1527,966,13.8,21.1
15:00:00,2.1,1061,149,7.7,887,110,920,88,1462,869,13.4,17.0
16:00:00,1.7,1289,425,15.3,1158,184,755,118,1791,1196,13.0,14.5
17:00:00,3,1442,669,21.5,1337,243,630,134,2004,1523,12.7,9.6
18:00:00,4.6,1479,680,21.7,1343,259,631,144,1995,1579,12.4,10.2
19:00:00,5,1266,446,14.6,1138,205,726,129,1747,1370,11.9,11.6
20:00:00,3.5,1149,205,9.3,952,144,845,108,1577,1204,11.9,13.0
21:00:00,2.1,1168,194,9.4,954,152,843,104,1586,1201,13.2,14.5
22:00:00,2.1,1079,115,6.8,847,108,925,90,1463,1122,12.3,17.9
23:00:00,1.5,1047,74,4.9,760,64,1032,74,1379,1003,12.8,20.4
0:00:00,1.1,936,85,3.9,705,73,1086,73,1364,918,13.7,22.6
1:00:00,0.9,900,66,2.7,635,47,1207,60,1307,836,13.4,27.8
2:00:00,0.7,839,60,1.9,576,-200,1325,-200,1285,759,13.8,29.3
3:00:00,0.4,840,40,1.7,563,45,1349,57,1275,755,15.1,30.9
4:00:00,-200,905,47,3.3,670,79,1191,62,1346,820,15.8,30.2
5:00:00,0.9,1079,116,7.4,875,113,947,71,1535,998,15.4,32.5
6:00:00,1.6,1417,478,18.2,1246,263,669,94,1921,1403,15.6,34.0
7:00:00,3.9,1529,836,27.7,1497,275,569,99,2278,1641,16.3,35.3
8:00:00,5,1397,655,18.3,1248,263,659,119,1906,1534,16.4,40.4
9:00:00,4.3,1214,312,12.3,1061,183,780,103,1662,1257,15.6,38.8
10:00:00,2.7,1109,195,8.9,935,147,882,95,1518,1026,14.2,34.6
11:00:00,2.1,1122,238,10.4,993,132,859,95,1571,993,14.0,37.4
12:00:00,2.1,1094,-200,9.7,966,-200,877,-200,1519,919,13.3,32.5
13:00:00,-200,1164,-200,12.8,1076,-200,788,-200,1653,1032,13.7,32.7
14:00:00,-200,1188,-200,12.9,1082,-200,790,-200,1653,1077,12.8,33.1
15:00:00,-200,1098,-200,8.9,934,-200,895,-200,1497,883,11.2,26.8
16:00:00,-200,1180,-200,11.0,1014,-200,826,-200,1595,1036,10.6,15.8
17:00:00,-200,1195,-200,12.6,1072,-200,799,-200,1609,1144,10.8,15.0
18:00:00,-200,1234,-200,13.3,1095,-200,789,-200,1638,1212,10.5,15.7
19:00:00,-200,1425,-200,18.1,1242,-200,675,-200,1858,1486,10.3,14.8
20:00:00,-200,1320,-200,13.0,1085,-200,730,-200,1689,1440,10.3,14.6
21:00:00,-200,1158,-200,7.8,892,-200,870,-200,1494,1242,11.2,16.9
22:00:00,-200,1060,-200,5.8,805,-200,964,-200,1418,1089,8.9,27.3
23:00:00,-200,1036,-200,4.7,746,-200,1034,-200,1364,993,9.5,29.3
0:00:00,-200,943,-200,3.1,660,-200,1163,-200,1297,862,8.6,26.4
1:00:00,-200,899,-200,2.1,591,-200,1243,-200,1259,815,8.6,27.6
2:00:00,-200,889,-200,1.7,559,-200,1331,-200,1241,714,9.7,29.7
3:00:00,-200,847,-200,1.3,527,-200,1416,-200,1216,682,11.1,35.6
4:00:00,-200,918,-200,2.6,625,-200,1255,-200,1298,744,11.8,34.8
5:00:00,-200,1105,-200,7.9,897,-200,906,-200,1510,1050,12.1,41.9
6:00:00,-200,1491,-200,21.4,1335,-200,625,-200,2001,1522,12.6,41.6
7:00:00,-200,1508,-200,22.1,1355,-200,609,-200,2034,1623,13.4,43.7
8:00:00,-200,1489,536,19.1,1270,309,633,114,1889,1638,13.3,42.2
9:00:00,3.9,1451,481,17.3,1219,327,661,127,1804,1633,11.2,42.8
10:00:00,3.8,1454,460,17.5,1225,299,661,135,1809,1654,9.6,40.3
11:00:00,3.8,1392,597,17.0,1210,257,689,135,1792,1559,9.9,37.3
12:00:00,3.9,1351,465,17.0,1210,195,709,120,1783,1374,10.4,35.3
13:00:00,3.5,1418,542,19.5,1282,231,681,129,1890,1418,10.3,32.0
14:00:00,4,1303,437,14.8,1143,170,748,114,1734,1228,10.4,24.7
15:00:00,3,1292,383,14.0,1116,192,746,129,1676,1293,10.5,20.1
16:00:00,3.1,1560,778,24.4,1413,251,594,149,2046,1642,10.2,18.4
17:00:00,5.2,1765,926,28.1,1507,289,533,149,2271,1895,9.9,19.3
18:00:00,5.9,1875,1189,33.7,1637,351,482,158,2446,2086,9.8,19.6
19:00:00,7.3,1746,824,24.2,1409,319,553,148,2119,1898,9.5,20.4
20:00:00,6.1,1607,660,19.8,1290,264,587,134,1960,1758,8.9,19.1
21:00:00,4.6,1277,203,9.3,952,144,802,111,1607,1284,8.8,17.1
22:00:00,2.5,1207,136,7.3,868,119,877,106,1532,1075,8.7,17.1
23:00:00,2.2,1209,114,7.1,863,120,882,108,1547,1084,8.7,24.9
0:00:00,2,1189,110,6.7,844,96,887,93,1566,1049,9.6,30.2
1:00:00,1.9,1132,127,6.0,810,77,899,83,1532,1021,11.3,36.8
2:00:00,1.6,974,68,2.7,635,-200,1159,-200,1387,778,13.8,43.4
3:00:00,1,1033,70,3.6,686,63,1030,69,1420,948,14.9,46.2
4:00:00,1,1075,93,5.4,782,97,941,77,1505,988,15.3,47.7
5:00:00,1.2,1242,179,10.0,978,180,778,87,1686,1184,18.6,49.5
6:00:00,2,1657,523,23.2,1384,352,579,109,2176,1600,18.6,51.9
7:00:00,4.5,1406,546,18.7,1258,279,636,116,1890,1495,18.4,50.4
8:00:00,4.1,1150,251,9.9,973,186,827,105,1590,1188,17.9,49.7
9:00:00,2.6,1184,222,10.2,983,169,823,106,1604,1166,18.0,52.0
10:00:00,2.3,1223,212,11.0,1014,172,781,108,1666,1219,16.7,53.2
11:00:00,2.6,1196,263,10.5,997,127,802,100,1644,1128,17.3,51.0
12:00:00,2.4,1559,535,18.9,1267,230,653,149,2047,1373,16.8,41.6
13:00:00,4.3,1544,609,18.9,1266,280,613,148,2066,1415,16.5,36.4
14:00:00,4.6,1485,449,17.5,1223,242,650,126,1980,1302,16.3,29.7
15:00:00,4,1498,536,17.7,1230,250,649,140,1963,1308,16.0,23.4
16:00:00,4.7,1593,743,23.0,1378,309,582,142,2159,1449,15.6,20.5
17:00:00,5.7,1529,575,20.4,1309,270,627,141,2083,1385,13.8,19.2
18:00:00,5.2,1689,783,26.8,1474,323,560,149,2298,1492,13.2,16.8
19:00:00,6.4,1535,706,19.9,1295,307,627,140,2039,1380,13.6,18.3
20:00:00,6,1304,299,12.5,1067,224,737,117,1811,1167,13.8,18.0
21:00:00,3.4,1235,159,9.6,963,166,803,103,1680,1095,13.6,18.7
22:00:00,2.7,1281,171,10.0,977,171,794,99,1695,1105,11.5,21.4
23:00:00,3.1,1167,162,8.1,904,169,846,100,1627,1051,11.8,28.2
0:00:00,2.6,1134,111,7.1,863,120,869,88,1599,1009,12.3,33.7
1:00:00,2.2,1100,134,6.4,829,103,887,83,1565,972,13.0,38.8
2:00:00,1.9,1057,-200,5.1,768,-200,958,-200,1527,884,13.7,43.2
3:00:00,-200,902,-200,3.0,652,-200,1158,-200,1437,661,14.0,44.2
4:00:00,-200,982,-200,4.2,724,-200,1055,-200,1508,774,14.6,45.3
5:00:00,-200,997,-200,5.1,769,-200,1002,-200,1524,868,14.9,47.5
6:00:00,-200,1141,-200,8.1,902,-200,905,-200,1672,965,14.9,45.8
7:00:00,-200,1163,-200,8.8,930,-200,849,-200,1691,985,15.3,51.3
8:00:00,-200,1107,-200,7.2,864,-200,911,-200,1604,963,14.6,50.3
9:00:00,-200,1228,-200,9.2,949,-200,838,-200,1706,1069,12.6,50.6
10:00:00,-200,1033,-200,6.0,810,-200,969,-200,1526,864,11.9,48.8
11:00:00,-200,984,-200,5.0,763,-200,1054,-200,1472,641,11.6,52.6
12:00:00,-200,1066,-200,7.5,879,-200,939,-200,1536,740,11.5,44.0
13:00:00,-200,926,-200,3.9,707,-200,1130,-200,1429,532,10.7,37.9
14:00:00,-200,979,-200,5.0,764,-200,1054,-200,1462,572,9.6,33.6
15:00:00,-200,993,-200,5.4,783,-200,1033,-200,1482,630,9.6,28.3
16:00:00,-200,970,-200,5.0,763,-200,1043,-200,1462,608,9.8,25.9
17:00:00,-200,997,-200,5.5,788,-200,1014,-200,1482,644,10.1,22.3
18:00:00,-200,1097,-200,7.8,892,-200,909,-200,1594,833,9.1,20.0
19:00:00,-200,1105,-200,8.2,908,-200,900,-200,1566,923,8.7,19.3
20:00:00,-200,993,-200,5.3,777,-200,1022,-200,1482,790,8.5,17.7
21:00:00,-200,1136,-200,7.9,896,-200,919,-200,1623,961,8.3,19.8
22:00:00,-200,1297,-200,10.7,1003,-200,798,-200,1700,1177,8.9,24.1
23:00:00,-200,1110,-200,6.9,855,-200,897,-200,1568,943,8.7,27.1
0:00:00,-200,1027,-200,6.3,827,-200,942,-200,1529,742,9.0,30.9
1:00:00,-200,1024,-200,5.6,795,-200,982,-200,1501,705,9.5,35.9
2:00:00,-200,992,-200,5.4,783,-200,988,-200,1527,663,10.4,43.2
3:00:00,-200,929,-200,3.2,664,-200,1144,-200,1449,536,11.0,43.9
4:00:00,-200,892,-200,1.9,579,-200,1309,-200,1396,441,13.8,44.0
5:00:00,-200,895,-200,2.3,609,-200,1268,-200,1410,477,13.6,46.4
6:00:00,-200,915,-200,2.4,612,-200,1266,-200,1411,506,13.7,46.2
7:00:00,-200,947,-200,2.9,649,-200,1154,-200,1459,608,13.0,42.3
8:00:00,-200,1032,-200,4.2,721,-200,1052,-200,1546,663,12.7,51.3
9:00:00,-200,1219,-200,6.8,849,-200,901,-200,1664,912,12.3,51.8
10:00:00,-200,1217,-200,7.3,869,-200,873,-200,1660,963,12.3,57.4
11:00:00,-200,1097,-200,5.3,779,-200,980,-200,1565,803,12.5,54.3
12:00:00,-200,938,-200,3.4,674,-200,1136,-200,1433,564,11.8,49.7
13:00:00,-200,944,-200,3.4,677,-200,1140,-200,1436,501,11.3,46.3
14:00:00,-200,1139,-200,6.8,847,-200,929,-200,1604,701,11.1,39.4
15:00:00,-200,1163,-200,7.0,859,-200,921,-200,1603,783,11.3,33.0
16:00:00,-200,1157,-200,7.7,885,-200,916,-200,1590,784,11.6,27.3
17:00:00,-200,1154,-200,8.5,919,-200,876,-200,1623,861,11.7,27.9
18:00:00,-200,1342,-200,13.5,1102,-200,744,-200,1824,1156,11.7,36.9
19:00:00,-200,1178,-200,9.2,949,-200,847,-200,1653,1047,11.9,34.9
20:00:00,-200,1152,-200,8.7,926,-200,854,-200,1669,1034,12.0,33.1
21:00:00,-200,1078,-200,6.6,841,-200,920,-200,1595,962,12.0,36.3
22:00:00,-200,1167,-200,9.1,945,-200,826,-200,1702,1100,12.4,35.5
23:00:00,-200,1111,-200,7.8,890,-200,871,-200,1658,1047,12.5,35.7
0:00:00,-200,988,-200,4.2,722,-200,1029,-200,1500,874,12.9,34.5
1:00:00,-200,917,-200,3.4,677,-200,1103,-200,1494,747,13.3,36.8
2:00:00,-200,850,-200,1.7,562,-200,1275,-200,1407,589,14.3,38.7
3:00:00,-200,885,-200,2.1,589,-200,1238,-200,1443,635,15.4,39.4
4:00:00,-200,888,-200,2.2,597,-200,1242,-200,1428,671,15.9,47.7
5:00:00,-200,1101,-200,6.9,852,-200,913,-200,1655,992,16.4,51.4
6:00:00,-200,1399,-200,16.5,1195,-200,680,-200,1976,1308,18.0,53.4
7:00:00,-200,1325,-200,18.7,1260,-200,652,-200,1969,1303,19.2,51.1
8:00:00,-200,1058,-200,8.5,921,-200,876,-200,1594,893,18.1,59.8
9:00:00,-200,990,-200,6.8,846,-200,947,-200,1503,715,16.7,56.8
10:00:00,-200,1018,-200,7.5,879,-200,950,-200,1574,685,15.8,57.4
11:00:00,-200,1105,-200,10.9,1010,-200,811,-200,1709,947,15.4,54.3
12:00:00,-200,1194,-200,13.4,1097,-200,743,-200,1847,1049,15.4,48.8
13:00:00,-200,1088,-200,7.9,893,-200,892,-200,1565,741,15.3,42.4
14:00:00,-200,1084,-200,8.8,933,-200,872,-200,1602,801,15.1,29.9
15:00:00,-200,1207,-200,11.5,1032,-200,797,-200,1701,969,14.2,19.1
16:00:00,-200,1186,-200,11.8,1042,-200,808,-200,1684,1038,14.1,15.4
17:00:00,-200,1053,-200,8.3,911,-200,916,-200,1528,889,14.4,13.3
18:00:00,-200,1032,-200,7.9,895,-200,921,-200,1508,879,14.1,13.9
19:00:00,-200,989,-200,6.7,846,-200,960,-200,1476,846,14.1,19.4
20:00:00,-200,930,-200,4.6,745,-200,1085,-200,1391,712,14.0,21.3
21:00:00,-200,951,-200,5.0,766,-200,1056,-200,1431,747,13.9,18.3
22:00:00,-200,985,-200,5.3,780,-200,1017,-200,1444,791,13.8,20.1
23:00:00,-200,937,-200,3.9,703,-200,1136,-200,1377,637,13.8,24.1
0:00:00,-200,887,-200,2.9,648,-200,1222,-200,1357,553,13.7,27.1
1:00:00,-200,806,-200,1.5,544,-200,1429,-200,1290,449,13.9,28.5
2:00:00,-200,771,-200,0.8,483,-200,1587,-200,1277,485,14.6,28.6
3:00:00,-200,802,-200,1.2,519,-200,1523,-200,1315,540,15.8,31.1
4:00:00,-200,878,-200,2.9,644,-200,1260,-200,1410,685,16.4,33.8
5:00:00,-200,1070,-200,7.6,883,-200,942,-200,1625,925,16.8,33.8
6:00:00,-200,1430,-200,20.7,1316,-200,638,-200,2069,1382,17.9,38.4
7:00:00,-200,1565,-200,29.9,1549,-200,540,-200,2396,1645,18.8,42.6
8:00:00,-200,1365,-200,20.1,1299,-200,637,-200,1999,1514,19.0,42.3
9:00:00,-200,1348,-200,17.1,1214,-200,678,-200,1874,1509,17.7,49.0
10:00:00,-200,1311,-200,19.4,1279,-200,648,-200,1991,1520,16.5,49.4
11:00:00,-200,1302,-200,18.7,1260,-200,658,-200,1970,1471,15.7,46.5
12:00:00,-200,1250,-200,15.8,1173,-200,720,-200,1870,1282,15.0,41.7
13:00:00,-200,1083,-200,10.3,988,-200,859,-200,1643,1004,14.6,36.4
14:00:00,-200,1005,-200,7.9,894,-200,956,-200,1530,714,14.0,22.8
15:00:00,-200,1129,-200,13.7,1107,-200,844,-200,1742,940,13.1,17.1
16:00:00,-200,1327,-200,19.7,1289,-200,712,-200,1938,1272,12.6,15.0
17:00:00,-200,1428,-200,25.3,1437,-200,599,-200,2156,1526,12.8,16.0
18:00:00,-200,1426,-200,23.9,1400,-200,612,-200,2102,1488,12.1,13.6
19:00:00,-200,1310,-200,20.6,1313,-200,663,-200,1958,1475,11.6,13.8
20:00:00,-200,1114,-200,12.3,1059,-200,792,-200,1704,1182,11.6,16.7
21:00:00,-200,991,-200,7.7,889,-200,932,-200,1550,933,11.4,13.3
22:00:00,-200,1089,-200,9.0,940,-200,866,-200,1589,1001,11.5,13.7
23:00:00,-200,911,-200,4.5,740,-200,1071,-200,1412,756,12.4,18.4
0:00:00,-200,1005,-200,5.8,802,-200,976,-200,1474,952,12.3,25.0
1:00:00,-200,863,-200,3.2,664,-200,1172,-200,1381,808,12.2,26.6
2:00:00,-200,857,-200,3.0,653,-200,1197,-200,1375,779,12.2,27.3
3:00:00,-200,804,-200,2.0,585,-200,1301,-200,1319,717,12.4,30.0
4:00:00,-200,871,-200,3.7,694,-200,1160,-200,1421,779,13.0,34.9
5:00:00,-200,1035,-200,8.7,929,-200,887,-200,1599,1009,11.8,38.6
6:00:00,-200,1513,-200,27.0,1480,-200,572,-200,2249,1595,11.9,38.3
7:00:00,-200,1726,-200,40.3,1776,-200,478,-200,2684,1940,11.9,42.6
8:00:00,-200,1396,-200,20.0,1296,-200,619,-200,1991,1628,12.3,44.0
9:00:00,-200,1333,-200,17.1,1212,-200,668,-200,1854,1573,12.7,45.6
10:00:00,-200,1161,-200,11.0,1016,-200,849,-200,1642,1187,13.1,47.1
11:00:00,-200,1081,-200,10.6,1000,-200,900,-200,1561,900,13.1,48.4
12:00:00,-200,1075,-200,10.5,998,-200,914,-200,1574,800,13.4,47.9
13:00:00,-200,1055,-200,9.6,964,-200,953,-200,1513,770,13.8,45.5
14:00:00,-200,1053,-200,9.3,953,-200,988,-200,1483,758,14.0,38.0
15:00:00,-200,1087,-200,12.7,1075,-200,944,-200,1558,886,13.5,29.6
16:00:00,-200,1304,-200,19.8,1291,-200,765,-200,1838,1219,13.0,24.7
17:00:00,-200,1625,-200,32.5,1608,-200,601,-200,2271,1725,12.4,18.9
18:00:00,-200,1649,-200,33.6,1633,-200,584,-200,2328,1745,12.3,18.1
19:00:00,-200,1443,-200,26.0,1455,-200,635,-200,2073,1600,12.2,17.7
20:00:00,-200,1209,-200,16.4,1193,-200,753,-200,1737,1310,12.3,18.1
21:00:00,-200,1105,-200,10.6,1000,-200,847,-200,1573,1208,12.7,19.1
22:00:00,-200,1020,-200,7.1,863,-200,933,-200,1492,1074,12.5,20.0
23:00:00,-200,991,-200,6.4,828,-200,973,-200,1469,993,12.4,22.7
0:00:00,-200,937,-200,4.6,741,-200,1058,-200,1420,923,13.2,26.2
1:00:00,-200,882,-200,3.0,654,-200,1141,-200,1377,819,13.1,28.9
2:00:00,-200,843,-200,2.2,597,-200,1242,-200,1341,727,12.9,31.6
3:00:00,-200,819,-200,1.7,565,-200,1295,-200,1316,694,13.0,35.7
4:00:00,-200,834,-200,2.2,596,-200,1276,-200,1335,727,13.0,36.3
5:00:00,-200,977,-200,5.7,800,-200,990,-200,1474,926,12.0,36.9
6:00:00,-200,1234,-200,13.8,1109,-200,767,-200,1729,1194,11.4,37.3
7:00:00,-200,1403,-200,21.6,1340,-200,623,-200,2003,1502,12.0,40.6
8:00:00,-200,1538,-200,26.1,1458,-200,593,-200,2186,1743,11.5,42.2
9:00:00,-200,1343,-200,20.1,1299,-200,694,-200,1945,1542,11.3,46.8
10:00:00,-200,1243,-200,15.4,1162,-200,766,-200,1731,1354,12.0,45.9
11:00:00,-200,1201,-200,13.6,1102,-200,814,-200,1682,1175,12.1,47.7
12:00:00,-200,1121,-200,11.1,1020,-200,893,-200,1585,916,12.5,46.6
13:00:00,-200,1087,-200,12.2,1055,-200,908,-200,1562,818,12.6,48.5
14:00:00,-200,1165,-200,17.5,1225,-200,824,-200,1676,1028,12.5,33.0
15:00:00,-200,1224,-200,19.1,1270,-200,806,-200,1739,1113,13.1,25.2
16:00:00,-200,1431,-200,27.1,1482,-200,679,-200,2025,1431,13.2,19.9
17:00:00,-200,1433,-200,28.3,1510,-200,661,-200,2038,1503,13.3,16.7
18:00:00,-200,1527,-200,35.0,1664,-200,587,-200,2238,1775,13.3,14.3
19:00:00,-200,1387,-200,22.4,1361,-200,701,-200,1932,1505,12.7,15.5
20:00:00,-200,1158,-200,13.5,1100,-200,835,-200,1659,1211,11.9,16.5
21:00:00,-200,1009,-200,8.2,907,-200,982,-200,1466,872,11.8,17.3
22:00:00,-200,1026,-200,7.8,890,-200,976,-200,1467,855,12.0,17.7
23:00:00,-200,1119,-200,10.0,979,-200,873,-200,1593,1170,12.2,21.5
0:00:00,-200,1000,-200,6.6,839,-200,958,-200,1467,1024,12.7,25.6
1:00:00,-200,866,-200,3.4,675,-200,1155,-200,1337,841,13.4,27.8
2:00:00,-200,848,-200,2.8,642,-200,1202,-200,1325,760,15.9,30.5
3:00:00,-200,844,-200,2.3,608,-200,1213,-200,1314,803,18.5,33.5
4:00:00,-200,852,46,2.9,646,59,1186,59,1321,793,18.4,36.9
5:00:00,0.6,923,56,4.9,757,72,1041,67,1418,906,19.4,39.2
6:00:00,0.8,1490,452,22.6,1368,244,627,95,2119,1541,19.5,43.0
7:00:00,4,1662,880,31.1,1576,351,523,123,2417,1861,20.3,45.8
8:00:00,5.6,1553,759,22.1,1354,358,621,142,2030,1895,18.7,45.9
9:00:00,5,1423,394,18.3,1247,245,706,142,1887,1684,17.3,45.0
10:00:00,3.2,1458,639,22.0,1350,240,677,169,1947,1731,16.4,46.5
11:00:00,3.8,1349,541,20.1,1299,179,728,142,1838,1402,15.9,46.9
12:00:00,3.3,1326,468,18.9,1265,160,757,136,1835,1246,15.5,43.0
13:00:00,3,1356,483,20.6,1312,174,729,147,1865,1342,15.3,38.3
14:00:00,3.2,1460,682,25.3,1438,260,680,196,1953,1489,16.6,26.9
15:00:00,4.4,1497,698,25.8,1449,281,679,186,1985,1532,14.6,19.2
16:00:00,4.6,1645,832,30.6,1566,284,599,177,2228,1909,14.0,17.2
17:00:00,5.2,1557,872,27.1,1483,250,615,164,2087,1757,13.0,13.9
18:00:00,4.8,1747,899,32.5,1608,281,557,161,2335,1983,13.1,12.6
19:00:00,5.6,1482,692,20.8,1319,230,660,146,1975,1703,11.6,13.5
20:00:00,4.6,1211,145,10.9,1010,98,816,98,1619,1246,11.9,13.1
21:00:00,1.8,1294,208,13.0,1083,121,770,108,1687,1321,12.4,14.9
22:00:00,2.2,1300,204,11.8,1043,110,777,107,1659,1375,14.1,17.0
23:00:00,2,1402,240,13.4,1098,161,736,113,1729,1456,12.9,19.2
0:00:00,2.8,1349,251,13.4,1097,148,707,100,1763,1442,11.7,21.6
1:00:00,2.6,1161,173,9.0,938,109,827,87,1597,1243,12.5,24.2
2:00:00,1.8,1022,113,5.8,802,-200,916,-200,1481,1078,14.5,27.6
3:00:00,1.1,948,55,3.8,700,45,1045,60,1430,939,16.9,29.9
4:00:00,-200,933,65,3.7,697,71,1045,65,1403,937,17.4,33.0
5:00:00,0.7,1021,119,5.7,800,75,931,64,1483,1019,18.8,33.1
6:00:00,0.9,1134,151,10.0,979,106,794,73,1639,1140,19.4,38.1
7:00:00,1.5,1311,305,15.0,1147,166,681,86,1838,1351,19.2,36.4
8:00:00,2.5,1409,415,15.6,1169,188,685,105,1874,1459,17.7,39.5
9:00:00,3,1301,321,12.3,1059,161,787,107,1727,1297,16.5,45.6
10:00:00,2.6,1354,358,14.4,1130,139,765,114,1808,1291,15.4,48.5
11:00:00,2.6,1391,350,14.6,1136,134,738,105,1840,1296,15.2,45.5
12:00:00,2.6,1200,238,8.7,929,84,879,74,1623,972,14.9,31.0
13:00:00,1.9,1338,215,11.0,1016,98,798,95,1766,1194,14.5,34.8
14:00:00,2,1223,192,9.0,938,91,884,89,1610,880,14.5,23.8
15:00:00,1.7,1278,205,10.7,1003,99,845,95,1691,909,14.6,16.3
16:00:00,1.9,1257,165,9.9,973,90,860,93,1634,839,15.0,15.0
17:00:00,1.8,1497,283,15.7,1171,147,725,123,1899,1248,14.7,13.7
18:00:00,2.8,1567,467,19.4,1280,177,661,134,1970,1476,15.3,12.3
19:00:00,3.5,1503,485,16.8,1203,162,651,126,1863,1502,12.3,11.9
20:00:00,3.4,1169,202,6.8,850,88,906,79,1584,873,11.6,11.8
21:00:00,2,1007,64,3.0,650,53,1157,54,1404,528,12.0,13.6
22:00:00,1.1,1004,71,3.2,667,68,1157,69,1365,492,11.8,16.4
23:00:00,1.3,967,84,3.1,661,61,1181,67,1321,463,11.8,20.3
0:00:00,1.2,984,70,3.9,707,71,1131,73,1359,494,12.8,22.9
1:00:00,1.3,931,61,3.6,689,63,1161,73,1317,503,13.2,24.8
2:00:00,1,966,92,4.5,737,-200,1083,-200,1363,581,13.1,27.0
3:00:00,1.3,777,40,1.2,521,23,1535,33,1121,350,14.3,30.4
4:00:00,-200,763,20,0.7,471,14,1783,20,1098,305,16.0,30.6
5:00:00,0.3,804,31,1.1,505,34,1718,37,1148,329,17.3,32.3
6:00:00,0.5,830,41,1.4,535,42,1496,50,1184,375,17.3,33.0
7:00:00,0.6,833,40,1.6,553,40,1476,45,1180,373,16.7,38.6
8:00:00,0.6,875,35,2.3,603,48,1370,48,1206,385,15.4,42.8
9:00:00,0.8,882,44,2.5,621,61,1346,56,1216,403,15.2,46.3
10:00:00,1,862,71,2.7,635,58,1320,58,1193,393,16.2,46.5
11:00:00,0.9,863,66,2.7,636,57,1290,52,1185,388,16.5,43.0
12:00:00,1,830,46,2.2,596,54,1389,52,1145,371,14.6,38.6
13:00:00,0.8,807,50,2.0,584,41,1488,44,1104,347,13.9,34.9
14:00:00,0.7,873,51,3.4,675,57,1343,59,1181,396,13.7,24.8
15:00:00,0.9,931,64,4.5,739,83,1274,74,1219,474,13.8,18.0
16:00:00,1.3,918,138,4.7,748,81,1228,76,1219,505,14.2,16.0
17:00:00,1.4,1001,137,6.0,811,98,1122,83,1344,625,14.9,16.4
18:00:00,1.5,1169,303,11.7,1039,124,883,100,1550,941,14.7,14.9
19:00:00,2.7,1085,204,8.2,907,133,976,101,1419,893,15.2,13.8
20:00:00,2.5,940,95,5.1,769,100,1103,90,1310,731,14.8,14.9
21:00:00,1.4,1126,347,13.0,1083,116,875,93,1654,955,14.4,17.0
22:00:00,2.8,978,252,7.0,858,102,1013,79,1379,761,14.5,19.8
23:00:00,2.1,893,66,3.9,703,55,1192,57,1283,515,14.6,24.2
0:00:00,1.1,838,45,2.2,601,33,1361,43,1220,434,15.0,28.1
1:00:00,0.7,803,36,1.3,527,17,1513,25,1152,369,14.5,30.8
2:00:00,0.4,775,26,0.8,477,-200,1722,-200,1115,335,14.3,33.0
3:00:00,0.3,767,17,0.6,454,10,1826,17,1091,319,14.7,33.1
4:00:00,-200,809,21,1.2,521,35,1575,44,1158,378,15.5,36.6
5:00:00,0.4,898,60,3.4,676,70,1271,72,1307,517,14.9,36.9
6:00:00,0.8,1053,155,7.5,880,116,982,91,1464,786,15.2,41.0
7:00:00,1.9,1033,235,8.9,934,134,917,89,1490,844,15.2,41.5
8:00:00,2.1,941,89,5.3,780,113,1080,84,1343,720,15.6,47.4
9:00:00,1.4,941,76,5.4,782,110,1102,83,1328,668,14.8,44.0
10:00:00,1.4,917,101,5.2,772,98,1098,78,1311,605,14.6,46.5
11:00:00,1.3,977,109,6.6,837,96,1038,80,1413,646,15.1,43.2
12:00:00,1.5,994,143,6.9,851,95,1018,75,1436,640,14.5,38.7
13:00:00,1.6,942,104,5.4,785,86,1065,77,1365,571,13.4,33.6
14:00:00,1.3,981,107,6.0,810,86,1060,77,1395,605,12.3,23.4
15:00:00,1.4,984,133,6.4,832,91,1034,81,1410,636,12.0,18.5
16:00:00,1.5,1116,171,10.7,1003,119,864,101,1625,886,11.9,18.0
17:00:00,2.2,1181,405,13.9,1114,147,787,119,1685,1032,13.7,16.0
18:00:00,3.2,1163,334,12.5,1068,135,811,111,1616,977,14.7,12.5
19:00:00,3,1081,236,9.3,950,124,907,109,1496,924,13.8,12.3
20:00:00,2.6,1017,99,6.7,842,89,1000,101,1441,846,13.2,14.2
21:00:00,1.6,966,93,5.3,778,79,1057,89,1359,755,12.0,15.5
22:00:00,1.5,924,82,4.0,709,63,1158,75,1318,610,11.7,19.4
23:00:00,1.2,861,51,2.2,601,39,1351,51,1225,439,11.5,23.3
0:00:00,0.8,826,41,1.7,560,25,1424,39,1197,402,12.3,26.3
1:00:00,0.7,846,31,1.6,557,19,1385,32,1212,406,12.9,29.0
2:00:00,0.5,842,41,1.5,545,-200,1423,-200,1224,424,14.4,30.2
3:00:00,0.5,909,41,2.5,617,34,1236,49,1302,558,16.2,33.4
4:00:00,-200,930,38,3.3,670,58,1143,68,1339,746,17.1,36.8
5:00:00,0.7,1120,111,8.9,935,112,843,76,1593,1126,18.1,38.2
6:00:00,1.4,1518,584,23.4,1389,314,589,122,2101,1703,18.8,43.1
7:00:00,4.1,1461,633,23.8,1398,240,630,129,2050,1628,18.1,39.1
8:00:00,4.6,1075,145,7.9,896,128,938,94,1487,936,17.6,40.9
