class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,102740,-1,2130706432,2200,0,0,0,0,0,0,11124,180974,3634346,2857696,91950,38,3004098,0,0,0,0,0,6641988,6023996,1178532,470472,0,0,0,0,2360,1042,0,0,0,0,0,99252,605746,4725816,1345314,0,4292,1332,3078,8316,193578,6560790,4742,0,0,0,2287292,1440130,819522,626134,476394,438026,669702,18928,0,0,7821964,0,420,364,66,3004098,76820,765910,411092,151580,136700,106300,131340,153320,442780,-1,-1,43480,102739.17,7821964,7821964,7789004,34425.0,15010,47480,543820,6776128,1209600,273218,2,136,0,5744075.52,0,1025408.64,6,908,0,0,0,43910,746978,3158734,2601254,196154,25748,3350,462,474,7821964,-1,10378,1352,58034,948058,392840,4636458,719134,9874,0,0,3046,1940,5564020,370030,0,4266,0,12,5794682,6028,368,0,0,0,0,0,0,0,0,45166,57912,27606,0,0,167554,52064,15097620,1705156,0,0,0,0,9559010,3221.14,3144,1083908,1134112,814106,400348,789010,753424,722172,861990,215324,1734,0,0
neg,870554,-1,-1,-1,-1,-1,0,0,1270,2565484,15063260,20394094,8910598,1098274,46546,480,18338540,0,36,-1,1378688,2278800,37422822,34439948,12150130,3957548,-1,0,0,0,-1,-1,0,0,0,0,0,46936,784034,30668862,16580174,0,39624,15464,21524,42938,10573336,37387102,18,0,0,0,6615992,15730502,11889628,4657038,2736900,1782960,1510278,1923482,891726,341500,50959458,-1,-1,-1,-1,18338540,624326,5824840,6308828,260740,251720,241380,298320,261880,315380,315560,259680,15240,870554.7,50959458,50959458,50981768,242008,-1,-1,51920,48080006,1209600,-1,-1,-1,-1,43146942.72,0,4901373.12,-1,-1,0,90450,4624500,6526406,13793620,15078706,6510512,1367962,87286,564,-1,-1,50959458,-1,39990,7020,901566,3056052,2832154,31896934,9258836,87448,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,311264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5145888,5560896,3861114,1613518,3526836,4762390,6185212,17273382,150770,0,-1,-1
neg,178444,-1,-1,-1,-1,-1,0,0,12,161574,3681750,6281970,2571014,289548,22824,0,5000250,0,34,-1,103222,174974,10511380,9255970,4311166,1246944,-1,0,0,0,-1,-1,0,0,0,0,0,0,30950,5394448,7583294,0,7738,588,1148,1784,2253746,10743676,12,0,0,0,3025024,2882914,1886362,1272882,896126,657346,491554,431146,247762,1217576,14926706,-1,-1,-1,-1,5000250,189528,2519190,1779468,368320,342220,316420,355340,348760,358840,416840,347880,115400,178444.74,14926706,14926706,-1,74478,-1,-1,391600,-1,1209600,-1,-1,-1,-1,10147641.6,356677.44,2497155.84,-1,-1,0,692,484444,3479188,5211924,3188812,580120,58000,5356,156,-1,-1,14926706,-1,11244,2838,258140,1890608,2012342,8308328,520664,4528,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2927342,2086250,1735662,697076,1148474,852236,1395834,2141912,23580,326,-1,-1
neg,132,2,2130706432,32,10,6,0,0,0,0,26,14228,6342,0,0,0,2460,0,0,0,0,0,33096,28218,31326,2424,0,0,0,0,36,24,0,0,0,0,0,0,0,1324,19272,0,130,6,6,1094,48,19204,108,0,0,0,15030,3552,606,306,248,64,502,116,144,28,64472,0,14,180,0,2460,460,25610,5622,-1,-1,-1,-1,-1,-1,-1,-1,31000,131.54,64472,64472,65404,65.0,0,6292,64020,20714,1209600,932,2,8,0,12509.76,0,7009.92,0,22,0,0,0,3486,15840,1234,28,8,0,0,0,2,64472,0,1294,34,290,1602,626,5832,9410,1468,40,0,26,52,13210,3388,0,0,0,0,13492,90,58,0,0,0,0,0,0,0,0,618,0,0,8070,968,370,68,57420,5722,45582,294,0,0,0,1.24,88,8684,6110,2110,1392,1456,726,84,34,0,0,0,0
neg,0,-1,0,-1,0,0,0,0,0,0,36,1290,1520,0,0,0,830,0,0,0,0,0,1610,20,5334,82,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,1518,0,1590,16,16,14,28,1182,0,0,0,0,2074,94,100,114,30,18,378,38,0,0,6960,0,0,0,0,830,52,4124,1182,-1,-1,-1,-1,-1,-1,-1,-1,5240,0.58,6960,6960,11990,15.0,0,574,6860,2846,1209600,0,-1,-1,-1,305.28,0,993.6,-1,-1,0,0,0,244,2354,248,0,0,0,0,-1,4,6960,-1,1548,8,4,12,12,444,754,60,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,36,0,0,0,0,0,0,0,0,78,0,0,0,0,4,2,400,40,0,0,0,0,0,-1,-1,2602,244,0,0,0,0,0,0,0,0,0,0
neg,82160,-1,202,172,0,0,0,0,0,22640,341142,1879334,2551788,388466,10832,0,2172264,0,90,0,9322,16904,4515138,3826512,881944,611696,0,0,0,0,702,182,0,4262,24080,21978,43902,152688,1944606,1623560,1379126,0,11662,8738,11936,188836,3230444,1740768,1818,0,0,0,1442044,1241572,645862,447994,275414,294596,622402,224318,0,0,5407292,3386,10188,2320,16,2172264,68038,475910,391456,190840,197900,164820,200100,-1,-1,-1,-1,116480,82161.0,5407292,5407292,5408230,34525.0,558,50826,556980,5194202,1209600,149902,6,72,0,4610832,0,579890.88,0,0,0,938,143886,1090176,2125858,1628158,187008,14884,3244,50,96,100,5407292,-1,6558,836,52338,301292,144276,3091746,1543112,53794,250,0,344,562,4613042,1514106,0,49076,0,16,4652166,3184,276,0,0,0,0,0,0,0,0,39158,46474,22082,0,0,97022,23096,11518500,1155396,0,0,0,0,42997740,2032.54,1946,629788,797478,606258,313294,656022,1321058,665750,173586,30810,158,0,0
neg,16158,-1,264,214,0,0,0,0,0,0,15362,582230,313828,22092,860,0,402298,0,0,0,2048,6230,860986,775470,140598,68638,0,0,0,0,184,860,0,0,0,0,0,0,0,214476,719896,0,1720,1858,2506,2682,22462,902882,262,0,0,0,228060,369322,143456,68600,34986,21050,17034,48934,2930,0,1003902,202,428,562,6,402298,11130,74696,65604,-1,-1,-1,-1,-1,-1,-1,-1,138240,16158.76,1003902,1003902,1006522,4956,778,98936,1001220,934372,1209600,28344,4,28,0,831587.52,0,101069.76,80,274,0,0,9656,349082,445804,114472,11812,2990,550,6,48,54,1003902,-1,2496,268,28966,62356,23058,550950,254654,11268,356,0,252,1490,838432,352378,0,5060,0,0,839020,988,290,0,0,0,0,0,0,0,0,5634,2728,1004,1756680,255310,29438,4858,1413100,144258,988596,2470,0,0,15158750,574.38,580,111618,151346,73320,24708,46716,45262,67232,407842,6328,0,0,0
neg,51440,0,2130706434,102,0,0,0,0,0,0,7294,1919140,1214270,94488,1990,0,1492198,0,0,0,0,0,2857042,2430444,674226,333064,0,0,0,0,314,1024,0,0,0,0,0,0,0,36904,3200278,0,7464,10280,14500,25024,42206,3126022,11686,0,0,0,1048912,913360,605228,227938,130130,89342,62654,47520,26718,85380,3532046,400,4004,3572,0,1492198,49394,288280,381996,190340,256700,-1,-1,-1,-1,-1,-1,218600,51440.5,3532046,3532046,3472618,16327.0,58,104028,1103980,3263796,1209600,119812,2,88,0,2767512,0,492141.12,252,1610,0,0,0,100222,802586,1494802,634446,182170,22684,272,0,80,3532046,0,6656,680,314260,173300,156220,2218470,351672,15882,42,0,90,1892,2794196,1454470,0,998,0,0,2794526,4144,1796,0,0,0,0,0,0,0,0,30386,2122,482,3426926,493976,82166,20396,9304080,929352,3416954,466,0,0,11440580,15.84,1686,523064,519816,258616,84876,175492,677658,446498,544894,6268,0,0,0
neg,1310,-1,396,336,0,0,0,0,0,734,123348,82056,19346,2336,0,0,92258,0,0,0,7780,14082,262812,223632,127082,25986,0,0,0,0,170,150,0,0,0,0,0,0,7332,217008,3480,0,846,568,570,724,12758,212354,0,0,0,0,153064,42196,13866,7024,3314,2422,1938,1998,1654,344,397866,44,84,66,0,92258,2046,77950,48316,-1,-1,-1,-1,-1,-1,-1,-1,125640,1309.57,397866,397866,387978,685.0,424,38214,396440,227820,1209600,4088,8,16,0,74664.96,101533.44,50249.28,2,196,0,394,58578,121220,41034,5684,742,154,14,0,22,28,397866,-1,1568,104,12844,45356,55196,111258,1494,0,0,0,450,262,78332,35790,0,74,0,0,79600,334,168,0,0,0,195906,0,0,0,0,2052,216,90,160880,23892,2880,472,175640,18626,78942,412,0,0,309600,369.28,396,154800,16952,9124,3454,4806,3380,12102,23054,148,0,0,0
neg,50694,-1,350,94,304,530,0,0,0,301512,1016370,1326326,330520,8932,0,0,1328320,0,60,0,127274,177798,2641648,2497558,853864,182588,0,0,0,0,464,628,0,0,0,0,0,0,266922,1611146,1105592,0,4060,1608,3690,11256,27426,2935602,18,0,0,0,510116,1296862,455698,226250,121332,74234,60990,186986,51092,100,3623784,6360,882,8554,4,1328320,33310,647908,203250,318180,206660,-1,-1,-1,-1,-1,-1,320500,50694.74,3623784,3623784,3628462,16781.0,936,115764,1195340,2983660,1209600,76362,0,126,0,2742468.48,0,237950.4,26,610,0,69110,635274,1513286,620850,119936,19290,5410,504,0,52,74,3623784,-1,5942,800,89690,120032,80936,2140104,522276,23570,310,0,202,1388,2728684,1586186,0,22,0,0,2772814,3580,830,0,0,0,0,0,0,0,0,19262,6618,3020,4637070,615116,73354,11568,67280,8520,3460112,28426,2,82,10694690,1485.42,1686,259538,440966,317656,269416,257326,264222,1084572,88410,1554,0,0,2
neg,69464,-1,0,-1,0,0,0,0,0,0,64868,1387336,2047688,561356,11594,0,2230216,0,0,0,0,0,3578200,3134090,766362,398908,0,0,0,0,0,0,0,0,0,0,0,18638,1592182,1676322,785700,0,9400,3238,2870,3094,918284,3111894,23862,178,22,0,1661616,669776,358902,259958,196952,167268,177544,390350,176960,13516,4344962,364,700,378,244,2230216,75214,430358,332618,254180,133460,214320,1310700,1310700,1310700,1310700,1310700,158620,69464.49,4344962,4344962,4322122,26365.0,146844,68310,709880,4072842,1209600,0,-1,-1,-1,3383125.44,0,684723.84,-1,-1,0,0,10804,617112,1866044,1384976,182252,9786,1856,12,-1,0,4344962,-1,3706,396,6034,395780,381024,3083690,199440,2772,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1936,40,0,0,0,0,0,0,0,0,40630,56734,12316,0,0,158370,26192,3978960,708620,0,0,0,0,52994520,-1,-1,710086,476488,298634,143346,318246,338518,473438,461250,813684,39152,0,0
neg,38,0,20,14,0,0,0,0,0,0,6594,3990,1046,0,0,0,4450,0,302,0,226,540,27300,24158,13178,1230,0,0,0,0,34,16,0,0,0,0,0,0,0,654,10976,0,1204,4,10,10,12,1666,8706,18,0,0,8934,808,384,426,600,210,210,56,2,0,40722,2,8,20,0,4450,254,9430,3736,-1,-1,-1,-1,-1,-1,-1,-1,12980,37.12,40722,40722,44824,41.0,0,3954,40500,11692,1209600,648,6,4,0,5217.6,62.4,5312.64,6,22,0,0,2190,5334,3410,554,102,36,4,0,6,10,40722,0,1186,16,118,1470,2576,1514,4116,620,14,0,24,28,4756,376,0,18,0,0,5648,144,64,0,0,80,126,0,0,0,0,232,0,0,0,0,104,34,220,24,0,0,0,0,0,110.18,58,6826,3606,358,180,174,152,130,204,0,0,0,0
neg,8472,8,388,-1,0,0,0,0,0,0,47776,379208,102020,3756,0,0,266102,0,0,0,434,838,527420,484822,131754,24520,0,0,0,0,74,276,0,0,0,0,0,0,0,178378,354382,0,2130,896,1702,7116,1816,38450,480650,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,659872,206,148,236,0,266102,4942,98670,31650,-1,-1,-1,-1,-1,-1,-1,-1,129060,8471.05,659872,659872,655234,-1,0,64786,657020,534522,1209600,13202,-1,-1,-1,0,0,0,28,326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,659872,0,5438,236,366,51314,25618,195268,246886,7612,22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,174,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,0,0,0,228612,1294,0,0,7471010,1168.68,618,101902,84000,30910,10026,19010,28250,60574,197938,150,0,0,0
neg,31826,-1,192,192,0,0,0,0,0,0,442,72928,1579892,206616,5286,0,1029396,0,106,0,0,0,1714016,1566472,224336,123334,0,0,0,0,672,102,0,0,0,0,0,175318,498220,1191622,4,0,1188,1230,1636,3890,882682,973188,1350,0,0,0,649808,239458,198188,289372,258464,82230,56552,81578,9514,0,1938610,1094,2286,1922,10,1029396,19924,111484,112136,146760,-1,-1,-1,-1,-1,-1,-1,75140,31825.93,1938610,1938610,1922998,13232,25268,71126,726240,1865164,1209600,57824,166,122,0,1701028.8,0,162615.36,-1,-1,0,0,0,13348,961800,839184,42942,6442,1438,10,0,4,1938610,-1,1114,178,53672,81750,59382,1539632,127370,2066,0,0,256,682,1119196,326156,0,376,0,0,1549092,798,64,0,0,0,0,0,0,0,0,10978,30974,4900,0,0,35902,5894,1223720,322046,0,0,0,0,4104820,-1,-1,167906,321386,208096,108666,220670,282354,159778,159972,221270,15066,0,0
neg,42280,-1,188,-1,0,0,0,0,0,265618,1640698,1678496,584744,88462,2376,0,1255898,0,78,596,95934,141288,2872374,2558816,595776,282626,0,0,0,0,0,0,0,0,0,0,0,0,48548,2597380,1614466,0,10222,4996,7026,25564,124778,4087796,10,2,0,0,1811356,1064768,265884,176234,124280,91974,98562,429446,194098,3792,3565630,1846,3328,706,90,1255898,44888,290858,303082,188500,215460,-1,-1,-1,-1,-1,-1,179660,42280.8,3565630,3565630,4674640,23674,94632,106174,1133020,4260394,1209600,0,-1,-1,-1,2966009.28,0,1288345.92,70,1736,0,47704,528950,1495492,1320980,696966,145908,20270,3806,318,-1,594,3565630,-1,11522,1702,398704,462232,308126,1955964,1005118,115320,1704,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7132,364,0,0,0,0,0,0,0,0,25404,9912,3028,0,0,99242,13486,5435140,913354,4485228,87280,0,0,158790,3462.24,3510,1349608,932028,620922,466734,265968,282430,288698,52736,1270,0,0,0
neg,88424,-1,562,408,0,0,0,0,0,0,4288,1449406,3418264,1035496,97272,10446,3277474,2186,0,0,0,0,5018516,4142354,1183740,794834,0,0,10990,0,4166,762,0,0,0,0,0,177208,2342826,3068312,426826,0,4352,1890,3078,5056,68598,5929856,2342,0,0,0,1686842,1413428,465908,394524,321840,248830,225498,1144650,113650,2,6203054,864,3382,890,20,3277474,112524,432028,747560,231600,205860,203940,281280,230520,-1,-1,-1,21520,88424.35,6203054,6203054,6201616,50184,43484,9162,146060,6015172,1209600,157154,0,208,0,5013296.64,0,997136.64,6,576,0,0,0,335506,2023140,2921774,691584,36212,6514,442,308,312,6203054,-1,8124,806,38914,222880,140870,2502376,3069426,31476,300,0,654,2288,3667446,245606,8,122164,0,0,5073994,4632,514,0,0,0,0,0,0,0,0,65776,62010,11854,0,0,154028,25978,1315500,711662,863140,9658,0,0,1360170,1471.4,1866,1022752,1019174,666724,340606,861618,1067334,597406,243096,194322,2140,0,0
neg,4,0,2,2,0,0,0,0,0,0,4,1994,2094,0,0,0,560,0,0,0,0,0,7202,5946,6588,416,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4092,0,40,2,246,842,16,160,2786,0,0,0,3046,146,64,44,38,162,422,46,20,104,13802,0,6,2,0,560,104,5074,1502,-1,-1,-1,-1,-1,-1,-1,-1,6460,4.9,13802,13802,16118,21.0,0,1334,13680,4120,1209600,160,2,6,0,936.96,0,2095.68,0,8,0,0,0,1348,1744,294,706,0,0,0,4,6,13802,0,1118,2,8,10,14,1244,1404,286,6,0,2,4,972,76,0,0,0,0,1192,50,52,0,0,0,0,0,0,0,0,152,0,0,0,0,10,6,7380,738,1262,4,0,0,0,0.78,30,3290,648,30,14,44,66,0,0,0,0,0,0
neg,15150,-1,10,150,0,0,0,0,0,133764,666920,723558,60950,0,0,0,572722,0,0,0,59366,80246,1488644,1412466,182384,101540,0,0,0,0,40,8,0,0,0,0,0,0,11294,951022,622876,0,2438,174,206,388,27192,1553338,254,270,706,226,646730,521804,151962,92950,56554,37590,35868,39234,2500,0,1730820,8,0,22,0,572722,20464,73164,108758,128920,-1,-1,-1,-1,-1,-1,-1,49640,15150.62,1730820,1730820,1774932,6354,24,50402,517080,1585192,1209600,8296,0,132,0,1195983.36,91403.52,296904.96,0,328,0,11098,221788,674380,523198,140286,11100,2798,544,0,112,0,1730820,-1,3700,460,68588,308254,97344,597880,481870,26528,568,0,210,648,1076852,59072,0,1498,0,0,1202696,162,38,0,0,2150,7428,0,0,0,0,9608,92,16,0,0,8394,1138,41800,4204,184624,592,0,0,0,984.54,1064,413676,511738,246514,72176,119360,78956,61900,79254,1618,0,0,0
neg,1174,-1,12,8,0,0,0,0,0,8882,50372,42636,4716,0,0,0,47618,0,0,0,5938,12464,80864,64054,86968,9632,0,0,0,0,114,8,0,0,0,0,0,0,0,21078,85528,0,1904,350,552,1142,2802,99856,0,0,0,0,46138,26482,21690,9492,1430,372,226,698,78,0,173960,18,34,102,0,47618,1578,56352,28780,-1,-1,-1,-1,-1,-1,-1,-1,85160,1173.7,173960,173960,168222,460,0,16332,172480,106606,1209600,2836,0,24,0,67310.4,4.8,37975.68,2,94,0,7808,40856,43006,12832,1620,390,94,0,0,0,4,173960,-1,1416,64,4250,5064,6828,79546,9438,0,0,0,6,4,68670,13562,0,0,0,0,72820,306,68,0,0,0,414,0,0,0,0,1602,80,8,53362,8028,1886,336,1900,190,165092,114,0,0,173190,215.28,254,40386,15620,6402,2554,8936,5452,5346,21910,0,0,0,0
neg,358,-1,22,20,0,0,0,0,0,18714,29556,11042,4936,0,0,0,17470,0,0,0,13248,22234,40986,36270,34278,8698,0,0,0,0,42,4,0,0,0,0,0,0,0,14928,49320,0,380,244,418,1466,6024,55712,4,0,0,0,41184,12796,6684,2008,578,244,112,580,48,14,88598,16,4,32,0,17470,766,13116,20766,-1,-1,-1,-1,-1,-1,-1,-1,33500,358.28,88598,88598,86998,205.0,0,8302,87760,64248,1209600,2010,2,22,0,26546.88,0,36540.48,10,78,0,15784,28720,13538,5162,824,220,0,0,0,0,4,88598,-1,1222,42,1018,4450,8970,46780,1766,0,0,0,20,4,29324,3744,0,0,0,0,29420,212,134,0,0,0,0,0,0,0,0,978,60,6,40918,6264,1274,182,144160,14454,43200,24,0,0,0,133.1,152,38684,9598,3864,1416,3744,5884,860,198,0,0,0,0
neg,120958,-1,2130706432,2864,0,0,0,0,0,0,4378,866212,4544594,4138990,403126,16982,4328500,31854,0,0,0,0,7831892,5839248,2436020,1825190,0,0,48,0,12226,1594,0,0,0,0,0,0,755066,8849298,369918,0,6060,2182,3836,436876,7824502,1700768,54,2,0,2,3736302,2408912,922738,650168,485876,386734,466328,916388,836,0,10269528,946,520,3582,32,4328500,161534,829826,1597434,355720,295560,264440,299700,274500,262920,243040,233400,189340,120957.88,10269528,10269528,10248962,61312,70828,44320,574740,9974282,1209600,310044,2,240,0,7836966.72,0,2128474.56,0,0,0,0,0,203112,1945132,4633108,2981238,190992,19550,1150,74,84,10269528,-1,14748,1900,220636,1155526,639122,5340066,2554764,47386,134,0,3952,4158,3875502,337606,0,6586,0,8,7916386,8320,658,0,0,0,0,0,0,0,0,103896,81460,24734,0,0,307546,45336,56640740,8734088,0,0,0,0,3505250,3088.6,3770,2184620,2203560,1730806,724808,1205630,742788,573372,313226,293226,2246,0,0
neg,41358,-1,562,520,0,0,0,0,0,0,700,75006,1750852,834606,47584,2458,1247940,826,0,0,0,0,2397782,2012268,496460,295872,0,0,0,0,688,150,0,0,0,0,0,16148,983836,1488734,222488,0,7542,10914,23154,76412,1793510,798346,1328,0,0,0,844692,791374,245932,155152,92230,66652,88642,426532,0,0,2895086,8062,5512,21346,0,1247940,31660,196830,289412,210620,219720,-1,-1,-1,-1,-1,-1,55140,41358.03,2895086,2895086,2843456,18274,3894,40686,465500,2711206,1209600,95310,2,106,0,2339526.72,0,369322.56,0,0,0,0,0,6878,566594,1512804,586920,33712,4030,268,796,806,2895086,-1,5290,592,48838,186300,126478,1757906,564770,20688,342,2,916,392,2307190,1077976,0,67714,0,48,2367624,2438,134,0,0,0,0,0,0,0,0,20646,18086,4350,0,0,68054,10964,77860,34400,0,0,0,0,2138290,1405.86,1558,390214,483832,358734,169734,333166,456840,131650,135280,227154,24602,0,0
neg,226,2,12,12,0,0,0,0,0,380,26304,4396,20132,0,0,0,12140,0,0,0,4836,8474,28154,27482,11994,616,0,0,0,0,32,20,0,0,0,0,0,0,0,18072,33140,0,20224,38,40,64,124,19124,10080,1518,0,0,25866,5482,5190,3416,4296,2946,4016,0,0,0,45046,10,6,6,0,12140,404,6170,5774,-1,-1,-1,-1,-1,-1,-1,-1,11460,226.45,45046,45046,66872,219.0,0,4252,44420,51326,1209600,810,0,12,0,15215.04,0,16050.24,2,24,0,0,17944,3626,15852,4518,6788,2484,0,0,2,8,45046,0,20240,38,38,230,588,10576,18012,1490,0,0,12,72,15550,4922,0,0,0,0,16478,196,116,0,0,0,0,0,0,0,0,560,0,0,0,0,404,60,120,12,0,0,0,0,0,207.44,100,17482,6146,974,158,19634,812,542,5464,0,0,0,0
neg,2678,-1,2130706452,114,0,0,0,0,0,0,282,79108,130634,25394,202,0,94338,0,0,0,0,0,220806,187500,42732,22934,0,0,0,0,112,4,0,0,0,0,0,11386,136096,69342,18796,0,394,104,154,456,95502,138964,46,0,0,0,126240,75384,20120,5144,4342,4274,116,0,0,0,263668,0,454,14,0,94338,2624,8914,33148,-1,-1,-1,-1,-1,-1,-1,-1,41780,2677.69,263668,263668,265282,792,716,25532,262580,235620,1209600,8738,4,30,0,184921.92,0,50357.76,0,0,0,0,0,7146,126594,73696,25512,2528,144,0,186,192,263668,-1,764,84,832,28696,10800,32092,139256,22212,880,4,172,6,187488,83914,0,216,0,24,193180,426,62,0,0,0,0,0,0,0,0,1744,880,574,0,0,4054,1014,482040,52940,0,0,0,0,0,250.12,248,53264,43858,38932,73434,14760,1844,662,456,8346,64,0,0
neg,43788,0,2130706432,190,0,0,0,0,0,7700,1018508,1273650,140496,5550,4,0,970328,0,124,0,17258,23266,2138526,1845992,551434,257058,0,0,0,0,52,150,0,0,0,0,0,0,49074,1491788,905046,0,1630,1252,2170,4236,5410,2042802,388408,0,0,0,1136848,472480,263992,163004,114522,79898,56290,43680,35874,79320,2707528,2694,2232,1478,38,970328,21580,268652,280024,230720,271220,-1,-1,-1,-1,-1,-1,44960,43787.74,2707528,2707528,2680028,12524,90,25412,284120,2453096,1209600,53592,6,20,0,2154942.72,0,295349.76,116,572,0,0,18224,254598,966330,823804,182310,184808,15726,108,2,6,2707528,0,3564,416,91588,178744,34364,1881470,244748,10928,86,0,216,272,2186196,1593576,0,0,0,0,2187660,4774,550,0,0,0,0,0,0,0,0,14094,2330,856,2365322,294618,48750,6716,14147720,1415136,2628428,11606,0,0,3787760,9.88,1444,309066,216052,155250,190782,139914,120912,1189018,124200,714,0,0,0
neg,50,2,8,6,0,0,0,0,0,0,12386,37110,9890,0,0,0,20466,0,0,0,586,1692,54638,43506,16068,6052,0,0,0,0,2,2,0,0,0,0,0,0,0,3604,55782,0,326,24,24,738,280,12742,45252,0,0,0,54658,2048,800,532,346,120,86,546,114,136,71344,12,8,6,0,20466,550,3766,11874,-1,-1,-1,-1,-1,-1,-1,-1,15280,49.2,71344,71344,68876,84,0,6658,70640,59628,1209600,926,2,6,0,7187.52,35528.64,15689.28,0,32,0,0,2920,26530,28312,930,676,18,0,0,0,16,71344,0,1412,66,56,3954,13016,27476,12414,988,4,0,12,4,9744,192,0,16,0,0,9932,208,120,0,0,160,35610,0,0,0,0,654,0,0,0,0,258,64,20220,2028,0,0,0,0,0,252.02,170,52958,4712,776,204,524,208,4,0,0,0,0,0
pos,244450,0,214,158,0,0,0,0,1056,750324,5921892,10063214,3052628,128928,450,0,9132202,608,1520,0,395378,604972,16385704,13861318,4870712,1992426,12,0,0,0,1674,352,0,0,0,0,0,0,0,321572,19596920,0,59114,14640,25706,56624,494838,18325420,637770,304380,0,0,6983038,7105916,2358350,1081732,812686,670738,570112,292102,41358,2460,21662496,36986,9516,18148,12,9132202,315696,1619272,3234804,288760,326840,294920,302000,267940,278400,281620,259840,218980,244449.74,21662496,21662496,20990892,78351.0,1184,38218,1012400,19959354,1209600,960646,0,716,0,16324344,0,3605374.08,210,4520,0,32350,816056,2637444,7859180,6177376,1962802,360084,66322,6878,196,240,21662496,0,64248,8582,2995978,1487674,2271860,11929380,1111300,49256,206,8,150,622,16081810,5294298,0,17200,0,0,16653202,34442,11210,0,0,0,0,0,0,0,0,179562,55078,9740,0,0,1019638,154822,212440,37438,0,0,0,0,243449460,-1,18704,3916486,5710014,1986226,705290,1348580,2359126,3812192,40160,40418,0,0,0
neg,6,0,6,6,0,0,0,0,0,0,1066,1090,1970,0,0,0,1284,0,0,0,176,620,10040,8824,5364,106,0,0,0,0,0,4,0,0,0,0,0,0,0,964,3162,0,34,2,8,890,182,2196,814,0,0,0,3006,142,52,54,50,180,470,64,28,80,15610,0,4,0,0,1284,100,4328,1024,-1,-1,-1,-1,-1,-1,-1,-1,5260,6.36,15610,15610,16910,20,12,1478,15520,4156,1209600,120,2,0,0,981.12,0,2102.4,0,10,0,0,630,1180,1230,1072,14,0,0,0,10,16,15610,0,1084,10,8,6,4,830,1932,216,36,0,2,4,634,100,0,0,0,0,1140,30,54,0,0,0,0,0,0,0,0,104,0,0,0,0,20,4,6340,626,0,8,0,0,0,0.96,538,3254,662,50,12,30,36,36,46,0,0,0,0
