nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
220,5370,112,47,150,189,128,685,575,783,0,0,0,0,0,0,0,0,0,0,0,0,3690,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177,1948,269,240,238,783,1801,1879,256,0,0,0,0,0,0,0,0,0,0,0,0,3360,475,1,1
221,7481,1694,1555,300,395,431,811,537,256,0,0,0,0,0,0,0,0,0,0,0,0,2940,229,1,14303,863,401,90,498,700,1315,1134,256,0,0,0,0,0,0,0,0,0,0,0,0,3780,1683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7674,1020,155,300,1120,256,795,593,609,0,0,0,0,0,0,0,0,0,0,0,0,1140,117,1,2
222,871,427,185,165,352,555,850,550,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,127,1,6930,185,80,150,220,128,110,69,815,0,0,0,0,0,0,0,0,0,0,0,0,4230,3517,1,8294,793,377,90,431,538,950,659,700,685,1043,700,1240,858,815,0,0,0,0,0,0,3780,61,2,10926,148,62,240,269,815,215,250,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,164,1,3
223,2585,55,35,570,530,391,80,287,281,240,349,281,130,125,134,0,0,0,0,0,0,2850,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,622,432,180,305,134,1715,1555,349,1260,1333,349,2022,2083,812,0,0,0,0,0,0,1608,1497,2,1
224,6710,14387,13918,90,562,527,1380,1092,700,85,313,700,795,430,671,0,0,0,0,0,0,3780,1831,2,813,822,547,210,504,403,290,276,671,0,0,0,0,0,0,0,0,0,0,0,0,1230,1268,1,4061,1086,83,240,1191,815,1020,850,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,4450,1,13028,2019,1876,90,196,671,820,843,700,1815,1770,700,740,416,187,0,0,0,0,0,0,3780,2638,2,3
225,5461,126,55,1500,1511,371,1000,862,815,910,1077,815,195,159,233,0,0,0,0,0,0,5220,534,2,310,908,70,240,1030,456,1030,851,128,485,612,128,510,392,233,0,0,0,0,0,0,3960,205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13913,36978,37206,90,640,233,1470,1239,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,98,1,2
226,11328,413,625,420,151,485,95,31,815,260,331,815,520,198,140,0,0,0,0,0,0,6150,14254,2,922,1055,310,300,981,493,345,284,815,885,952,815,515,222,140,0,0,0,0,0,0,6150,4207,2,4190,101,12,240,304,815,515,244,140,0,0,0,0,0,0,0,0,0,0,0,0,6150,5092,1,2718,3020,3020,90,29,140,1135,727,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,290,1,3
227,6591,4334,4135,90,238,700,1855,1375,281,0,0,0,0,0,0,0,0,0,0,0,0,3780,1169,1,11829,755,749,180,120,485,140,161,281,0,0,0,0,0,0,0,0,0,0,0,0,2880,44,1,10946,830,50,240,961,815,290,163,281,0,0,0,0,0,0,0,0,0,0,0,0,5100,139,1,12386,252,84,150,268,281,115,124,128,965,1169,128,690,441,667,0,0,0,0,0,0,4230,1062,2,3
228,1649,1189,147,180,1162,628,970,729,349,915,1137,349,2810,2759,398,0,0,0,0,0,0,385,2834,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13833,411,100,230,481,398,560,659,349,725,646,349,2174,885,778,0,0,0,0,0,0,896,530,2,1
229,3923,199,39,240,354,815,295,174,527,0,0,0,0,0,0,0,0,0,0,0,0,5100,169,1,10491,230,198,150,133,134,205,205,527,0,0,0,0,0,0,0,0,0,0,0,0,2850,2433,1,10823,871,50,135,904,815,300,198,527,0,0,0,0,0,0,0,0,0,0,0,0,5100,60,1,7301,3192,2402,180,937,527,895,963,149,405,310,149,850,691,597,0,0,0,0,0,0,2580,1742,2,3
230,10412,1005,254,240,953,815,1020,820,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815,4577,4475,90,130,671,820,466,700,350,716,700,800,615,635,0,0,0,0,0,0,3780,736,2,1
231,4277,152,85,135,138,815,215,158,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,39,1,5716,1069,378,150,796,134,190,207,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,440,1,5314,1066,456,150,720,610,185,164,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,2165,1,13969,5898,5303,240,790,128,860,842,628,0,0,0,0,0,0,0,0,0,0,0,0,3960,502,1,3
232,11858,1322,919,90,428,128,1225,1002,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,20,1,7978,1324,419,90,935,281,1200,978,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,368,1,5245,1211,1137,150,175,610,135,175,128,410,392,128,775,808,700,0,0,0,0,0,0,4230,90,2,13194,2575,1746,90,861,700,905,510,597,0,0,0,0,0,0,0,0,0,0,0,0,3780,6671,1,3
233,4178,1304,314,240,1176,815,1020,857,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12133,2304,2293,180,190,671,930,884,349,0,0,0,0,0,0,0,0,0,0,0,0,550,5320,1,1
234,2573,77,40,240,219,815,270,136,391,0,0,0,0,0,0,0,0,0,0,0,0,5070,1140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,135,159,570,486,391,80,81,281,240,238,281,130,117,134,0,0,0,0,0,0,2850,67,2,1
235,1159,2955,1645,180,1468,597,935,758,308,0,0,0,0,0,0,0,0,0,0,0,0,2220,6939,1,7764,38286,37491,90,855,233,1105,679,308,0,0,0,0,0,0,0,0,0,0,0,0,3780,4202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8687,855,157,300,1004,308,930,971,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,1257,1,2
236,7382,955,439,240,704,366,400,184,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,368,1,8540,2740,2468,240,448,411,855,788,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11993,2802,829,90,2088,128,1355,1248,700,3730,3758,700,585,179,257,0,0,0,0,0,0,3780,1533,2,2
237,10349,750,596,360,486,485,845,708,308,0,0,0,0,0,0,0,0,0,0,0,0,1590,160,1,5864,4800,5425,780,109,548,395,188,308,0,0,0,0,0,0,0,0,0,0,0,0,1590,1943,1,4651,2250,2101,90,223,671,790,614,700,325,1060,700,1885,1382,308,0,0,0,0,0,0,3780,5446,2,818,765,210,300,822,308,930,953,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,2467,1,3
238,13753,1552,1192,300,600,609,820,633,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,24,1,4876,199,52,150,237,431,795,506,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10644,53,32,135,113,815,295,183,527,0,0,0,0,0,0,0,0,0,0,0,0,5220,112,1,2
239,8970,1470,1122,300,378,216,720,783,809,120,294,809,1335,1045,403,0,0,0,0,0,0,3840,1088,2,12538,943,540,150,503,527,120,173,815,660,607,815,945,849,403,0,0,0,0,0,0,5160,2115,2,10441,150,66,240,262,815,970,874,403,0,0,0,0,0,0,0,0,0,0,0,0,5160,729,1,170,438,34,240,584,403,1075,892,815,2990,3181,815,260,181,710,0,0,0,0,0,0,5220,1145,2,3
240,8461,806,115,150,784,377,285,207,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,296,1,3463,394,203,240,384,815,285,197,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,5824,1,5609,4415,4228,240,375,609,770,587,128,285,547,128,1260,823,485,0,0,0,0,0,0,3960,204,2,9546,305,163,360,483,485,750,564,609,0,0,0,0,0,0,0,0,0,0,0,0,1140,7566,1,3
241,7507,140,49,150,176,431,775,500,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,1421,1,1769,174,82,150,207,128,110,520,815,0,0,0,0,0,0,0,0,0,0,0,0,4230,3016,1,11372,207,93,150,189,327,935,624,815,0,0,0,0,0,0,0,0,0,0,0,0,6910,1510,1,2565,132,62,240,245,815,515,200,140,0,0,0,0,0,0,0,0,0,0,0,0,6150,840,1,3
242,2068,1898,1582,90,341,597,1100,773,700,470,801,700,1465,1708,527,0,0,0,0,0,0,3780,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5392,3069,2287,180,912,527,895,782,149,25,312,149,730,668,671,0,0,0,0,0,0,4020,1,2,1
243,3598,4005,3805,90,247,700,815,403,206,0,0,0,0,0,0,0,0,0,0,0,0,3780,5940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,1459,757,90,751,206,805,449,700,2680,3034,700,920,708,538,0,0,0,0,0,0,3780,1226,2,1
244,8954,2250,486,90,1817,700,1270,820,281,0,0,0,0,0,0,0,0,0,0,0,0,3780,291,1,7753,1075,248,150,917,524,220,187,281,0,0,0,0,0,0,0,0,0,0,0,0,2880,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6614,4466,4343,240,303,281,1075,926,349,585,731,349,920,971,187,0,0,0,0,0,0,775,2474,2,2
245,5452,189,113,120,165,256,375,167,815,0,0,0,0,0,0,0,0,0,0,0,0,3180,692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10444,715,100,240,805,815,215,123,774,0,0,0,0,0,0,0,0,0,0,0,0,5690,335,1,1
246,4010,761,66,240,888,815,290,230,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,771,1,8700,5845,5847,300,336,609,700,622,485,0,0,0,0,0,0,0,0,0,0,0,0,1140,1432,1,1676,866,126,240,935,456,1015,786,128,650,887,128,385,269,485,0,0,0,0,0,0,3960,2167,2,6291,1571,807,90,795,485,1240,837,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1145,1,3
247,13916,566,446,150,210,721,721,470,815,1510,1778,815,930,799,476,0,0,0,0,0,0,6990,2936,2,4037,1058,48,240,1196,815,930,832,476,0,0,0,0,0,0,0,0,0,0,0,0,6990,262,1,4682,1085,105,240,1162,815,930,806,476,0,0,0,0,0,0,0,0,0,0,0,0,6990,4601,1,415,18996,17471,90,2617,476,1120,945,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,162,1,3
248,10342,861,112,240,932,815,265,125,391,0,0,0,0,0,0,0,0,0,0,0,0,5070,517,1,10959,230,217,240,215,815,275,154,391,0,0,0,0,0,0,0,0,0,0,0,0,5070,4855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,2393,241,150,2247,391,100,128,128,785,781,128,605,596,287,0,0,0,0,0,0,4230,11230,2,2
249,13353,1697,1592,240,302,441,970,744,128,760,1068,128,780,4827,261,0,0,0,0,0,0,3960,2513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,582,461,240,178,261,1710,406,128,3275,4724,128,1290,1255,286,0,0,0,0,0,0,3660,10379,2,1
250,5737,841,283,150,689,134,165,213,128,1650,1579,128,555,679,609,0,0,0,0,0,0,4230,3212,2,10472,1144,130,240,1206,815,760,790,609,0,0,0,0,0,0,0,0,0,0,0,0,7680,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13466,245,230,300,282,609,695,463,527,0,0,0,0,0,0,0,0,0,0,0,0,1140,63,1,2
251,10058,244,67,135,289,815,290,366,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,69,1,12489,224,115,150,200,281,210,236,485,0,0,0,0,0,0,0,0,0,0,0,0,2880,181,1,4267,93,66,135,124,815,285,150,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,192,1,7021,2489,2102,180,524,485,885,520,149,1360,1708,149,695,564,257,0,0,0,0,0,0,6960,4013,2,3
252,5541,1548,347,240,1438,411,910,632,128,0,0,0,0,0,0,0,0,0,0,0,0,3900,266,1,8083,1559,1479,150,177,411,615,609,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10604,2012,574,90,1468,128,1630,1383,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,226,1,2
253,6644,12045,9374,90,2742,233,1365,1221,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,84,1,5401,415,115,90,365,431,1745,1372,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13186,2714,2267,90,484,700,605,189,698,0,0,0,0,0,0,0,0,0,0,0,0,3780,1718,1,2
254,878,5064,4789,240,492,134,435,271,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14391,599,20,240,795,128,1050,649,561,0,0,0,0,0,0,0,0,0,0,0,0,3960,3575,1,1
255,8216,1426,1,300,1686,299,815,938,815,0,0,0,0,0,0,0,0,0,0,0,0,5590,26,1,940,519,181,240,512,476,985,784,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11734,24649,23733,90,946,815,1210,1056,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,505,1,2
256,4636,1023,107,240,1107,815,890,839,597,0,0,0,0,0,0,0,0,0,0,0,0,5160,6157,1,3739,345,110,420,618,349,1160,1175,597,0,0,0,0,0,0,0,0,0,0,0,0,665,6302,1,11186,1008,390,270,839,349,1170,1124,597,0,0,0,0,0,0,0,0,0,0,0,0,695,5116,1,3354,1238,157,150,1179,597,725,741,128,1050,1030,128,130,139,361,0,0,0,0,0,0,4230,3075,2,3
257,1020,1737,1451,300,539,753,1275,1340,128,1065,1187,128,510,175,233,0,0,0,0,0,0,4020,62,2,5438,1732,1202,90,560,308,1040,753,233,0,0,0,0,0,0,0,0,0,0,0,0,3780,832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6048,303,390,90,547,233,1370,1094,700,1105,779,700,935,548,538,0,0,0,0,0,0,3780,1325,2,2
258,6933,2340,28,240,2513,128,960,679,597,0,0,0,0,0,0,0,0,0,0,0,0,3960,205,1,7332,1188,709,180,770,527,895,494,149,1105,1361,149,850,673,597,0,0,0,0,0,0,2580,17447,2,1202,980,920,180,204,700,570,411,597,0,0,0,0,0,0,0,0,0,0,0,0,4080,285,1,5071,1069,200,180,989,597,1050,1445,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,1722,1,3
259,5007,124,62,240,234,476,975,799,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,756,1,5722,3809,1065,180,2864,597,1050,893,815,0,0,0,0,0,0,0,0,0,0,0,0,5400,1467,1,862,377,84,165,391,555,850,612,815,0,0,0,0,0,0,0,0,0,0,0,0,5225,101,1,10899,1052,94,240,1139,815,995,1036,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,1236,1,3
260,10252,2178,455,90,1754,187,750,553,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,632,1,13500,1500,1061,90,469,485,1250,1048,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1142,1,6731,1123,298,90,858,485,1250,914,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,544,1,14321,841,407,90,471,700,1175,888,423,0,0,0,0,0,0,0,0,0,0,0,0,3780,7593,1,3
261,3244,898,177,240,912,456,1015,787,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,1551,1,4752,68,43,240,202,815,215,138,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14028,620,68,240,755,128,785,492,809,0,0,0,0,0,0,0,0,0,0,0,0,3960,1699,1,2
262,4838,789,145,150,748,256,110,1299,128,1500,325,128,705,651,667,0,0,0,0,0,0,4230,4243,2,9189,1866,1570,150,416,700,860,911,128,310,254,128,705,650,667,0,0,0,0,0,0,4230,5779,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,95,445,600,200,667,420,288,555,200,333,555,2560,2446,148,0,0,0,0,0,0,1920,4333,2,2
263,1714,123,66,150,173,128,765,585,610,0,0,0,0,0,0,0,0,0,0,0,0,3600,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9334,695,148,150,637,610,500,600,349,0,0,0,0,0,0,0,0,0,0,0,0,385,243,1,1
264,3692,4843,4177,90,731,700,860,470,413,0,0,0,0,0,0,0,0,0,0,0,0,3780,3859,1,11384,111,13,240,302,128,905,590,413,0,0,0,0,0,0,0,0,0,0,0,0,3960,292,1,5336,2420,1902,180,1077,527,895,432,149,1140,1221,149,750,520,413,0,0,0,0,0,0,1140,2743,2,3686,576,470,90,194,413,870,542,700,2290,2562,700,1340,1010,140,0,0,0,0,0,0,3780,1739,2,3
265,2572,111,70,135,116,815,195,188,233,0,0,0,0,0,0,0,0,0,0,0,0,5220,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13848,36913,35856,90,1187,233,1450,1047,700,570,877,700,585,133,257,0,0,0,0,0,0,3780,5767,2,1
266,1478,1412,258,90,1184,815,1210,993,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,5036,4261,90,800,700,1155,740,426,0,0,0,0,0,0,0,0,0,0,0,0,3780,60,1,1
267,229,302,208,240,270,476,975,716,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517,219,44,240,355,815,190,127,580,0,0,0,0,0,0,0,0,0,0,0,0,5160,816,1,1
268,7328,343,214,180,249,134,495,517,349,0,0,0,0,0,0,0,0,0,0,0,0,550,1958,1,7319,642,538,170,214,134,495,498,349,0,0,0,0,0,0,0,0,0,0,0,0,385,634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768,1220,675,330,846,349,1339,994,548,0,0,0,0,0,0,0,0,0,0,0,0,526,934,1,2
269,5996,154,48,120,126,228,890,780,597,0,0,0,0,0,0,0,0,0,0,0,0,5160,3532,1,6243,1318,381,240,1142,128,960,740,597,0,0,0,0,0,0,0,0,0,0,0,0,3960,543,1,8909,1140,1069,240,272,128,960,702,597,0,0,0,0,0,0,0,0,0,0,0,0,3960,145,1,14406,941,164,300,1033,597,995,1385,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,974,1,3
270,6899,1426,24,240,1697,128,970,751,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,204,1,3895,7645,5398,420,2624,349,1069,837,456,0,0,0,0,0,0,0,0,0,0,0,0,356,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384,958,147,240,993,456,1015,720,128,650,969,128,385,172,485,0,0,0,0,0,0,3960,468,2,2
271,4909,268,76,270,398,216,735,572,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,39,1,365,1037,361,150,766,597,1055,790,815,0,0,0,0,0,0,0,0,0,0,0,0,3490,2378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,64,60,135,82,815,380,304,524,0,0,0,0,0,0,0,0,0,0,0,0,5460,876,1,2
272,5073,2521,227,180,2414,597,1050,821,815,0,0,0,0,0,0,0,0,0,0,0,0,5400,3009,1,13050,2868,1205,180,1767,476,985,695,815,0,0,0,0,0,0,0,0,0,0,0,0,3495,3991,1,4878,189,162,150,117,431,795,510,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,347,1,9961,115,32,135,171,815,515,248,140,0,0,0,0,0,0,0,0,0,0,0,0,6150,805,1,3
273,3765,1303,117,240,1371,815,620,614,216,0,0,0,0,0,0,0,0,0,0,0,0,6300,674,1,7734,865,595,360,600,485,715,555,216,0,0,0,0,0,0,0,0,0,0,0,0,1140,1673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13790,265,134,300,389,216,640,437,485,0,0,0,0,0,0,0,0,0,0,0,0,1140,41,1,2
274,1655,97,6,240,181,787,1305,1401,349,1310,1318,349,1339,1226,548,0,0,0,0,0,0,526,784,2,8643,630,512,180,256,695,460,279,308,135,307,308,2970,282,548,0,0,0,0,0,0,1440,5555,2,11144,2257,1286,150,1071,787,155,180,128,350,378,128,710,631,548,0,0,0,0,0,0,4230,177,2,4192,4527,4141,240,583,548,920,830,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,88,1,3
275,7087,1625,500,150,1263,413,730,707,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,887,1,5858,5361,4263,150,1214,413,730,736,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,857,1,1598,1357,1203,240,371,411,855,743,128,0,0,0,0,0,0,0,0,0,0,0,0,4020,213,1,1894,1036,203,240,1025,128,895,718,800,0,0,0,0,0,0,0,0,0,0,0,0,3960,1049,1,3
276,12648,3035,2832,240,377,445,995,829,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,1352,1,102,191,72,270,332,216,735,639,815,925,1025,815,215,136,128,0,0,0,0,0,0,4890,416,2,10205,2567,1391,90,1196,187,1205,883,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,698,1,1662,104,15,150,194,128,150,172,238,0,0,0,0,0,0,0,0,0,0,0,0,4230,892,1,3
277,9377,1443,1043,240,608,128,790,546,431,1525,6091,431,1020,784,798,0,0,0,0,0,0,3900,2738,2,1315,1900,918,300,1222,128,660,567,233,90,217,233,770,537,798,0,0,0,0,0,0,3960,1125,2,9094,2299,1789,150,735,700,840,893,128,420,246,128,480,604,798,0,0,0,0,0,0,4230,1341,2,10192,4343,1244,240,3279,798,745,705,815,455,490,815,245,327,349,0,0,0,0,0,0,5250,1424,2,3
278,5804,55,99,155,51,134,100,91,281,95,103,281,180,171,527,0,0,0,0,0,0,2850,133,2,1790,272,177,150,191,128,110,121,527,0,0,0,0,0,0,0,0,0,0,0,0,4230,18,1,10381,151,141,240,192,815,295,202,527,0,0,0,0,0,0,0,0,0,0,0,0,5100,254,1,1048,5479,4870,90,700,527,1380,1050,700,475,760,700,900,748,108,0,0,0,0,0,0,3780,11200,2,3
279,5135,6053,4558,260,257,431,1045,500,256,0,0,0,0,0,0,0,0,0,0,0,0,600,1643,1,708,245,213,300,336,555,775,627,256,0,0,0,0,0,0,0,0,0,0,0,0,4020,225,1,12898,3380,3047,300,595,431,680,543,256,0,0,0,0,0,0,0,0,0,0,0,0,4020,210,1,5516,401,71,180,450,256,680,52,815,145,771,815,540,327,243,0,0,0,0,0,0,2880,15856,2,3
280,9594,735,279,300,696,476,720,783,349,0,0,0,0,0,0,0,0,0,0,0,0,310,2375,1,10155,1187,1613,1470,979,609,575,545,349,0,0,0,0,0,0,0,0,0,0,0,0,550,4481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11170,631,93,270,752,349,930,1011,456,0,0,0,0,0,0,0,0,0,0,0,0,435,2544,1,2
281,11793,7080,4604,300,2737,809,645,535,201,0,0,0,0,0,0,0,0,0,0,0,0,3960,2031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3490,7613,4621,180,326,201,1170,650,256,0,0,0,0,0,0,0,0,0,0,0,0,600,135,1,1
